Adding dependency `cuda/11.6.2-510.47.03` to your environment
Adding dependency `anaconda/2020.11:python3` to your environment
Adding package `openmm/20221108` to your environment

System Time is: 2023-03-26 16:34:24.916428
Creating the simulation system...

System Time is: 2023-03-26 16:34:36.551338
The simulation system has been created. Preparing for simulation...
bubble radius: 0.5 A
#"Step","Total Energy (kJ/mole)"
780000,-39711.42859294229
781000,-39448.82686610162
782000,-39833.80976978953
783000,-40022.867508435666
784000,-40247.197164985584
785000,-39830.86946587874
786000,-39734.371128840794
787000,-39993.47500416728
788000,-40332.007112176936
789000,-39924.27555355952
790000,-40788.764906602715
791000,-40060.97706623447
792000,-40242.32284476364
793000,-40454.95981901854
794000,-39780.03838874344
795000,-39970.32732434952
796000,-39393.042398079706
797000,-40180.06009294173
798000,-40048.37237262017
799000,-39707.97010681662
800000,-40027.06300761037
801000,-39994.3111626841
802000,-40152.38914894554
803000,-40153.76579111417
804000,-39941.61272644323
805000,-40575.682623241824
806000,-40129.1688594866
807000,-39644.565913130034
808000,-39568.59995302456
809000,-40056.5911553588
810000,-39927.68040592126
811000,-39763.83130410302
812000,-39854.76314782888
813000,-40277.80371603281
814000,-39971.08201164518
815000,-39811.58315476798
816000,-39976.205423440624
817000,-40158.615634261885
818000,-40201.195204589545
819000,-40417.31190300718
820000,-39891.822498705355
821000,-39853.36766231572
822000,-40261.09334219939
823000,-40085.31411434768
824000,-40522.27602979411
825000,-40606.597115917095
826000,-39529.476389430536
827000,-39971.29910162179
828000,-39866.52545626598
829000,-39793.485765120626
830000,-40096.38997671456
831000,-40525.810711837206
832000,-40027.4668625272
833000,-39905.68306547838
834000,-40019.77118015805
835000,-39986.11496000334
836000,-40305.89834365658
837000,-40486.79443771894
838000,-39927.98414774728
839000,-39833.41425227996
840000,-40434.95436214669
841000,-40745.42539112101
842000,-40062.622506491956
843000,-40637.784060201455
844000,-40247.23697875667
845000,-39944.9828283145
846000,-40324.25874367864
847000,-39763.632796956976
848000,-39971.567194233416
849000,-40262.38984872418
850000,-39842.80507795955
851000,-40954.533186386434
852000,-40065.67989584674
853000,-40210.46003938926
854000,-39823.022746201124
855000,-39648.12415965425
856000,-39688.37366532168
857000,-40687.282626252905
858000,-40759.21813778376
859000,-39695.78827405644
860000,-39532.47650229561
861000,-40106.25500064895
862000,-40129.9583389071
863000,-40758.94140214961
864000,-40146.37689464845
865000,-40223.06424012949
866000,-40873.394610440686
867000,-39821.98783649117
868000,-39741.19801484843
869000,-39691.85551617484
870000,-39783.658475448785
871000,-39864.1479283706
872000,-40579.30036907265
873000,-39991.442209139495
874000,-40378.473971226216
875000,-40293.15954911095
876000,-39864.27976004945
877000,-39985.30964311495
878000,-39810.68443472031
879000,-40143.51026034647
880000,-39730.62626711321
881000,-39872.79523799314
882000,-40093.95009562774
883000,-40250.435203534114
884000,-40227.884777665866
885000,-39839.76991991768
886000,-40112.13919804823
887000,-40121.63450109068
888000,-40161.00743632383
889000,-39739.03624105467
890000,-39998.91072730701
891000,-39446.40622383209
892000,-40143.10706598891
893000,-40162.33782043883
894000,-39828.4977364074
895000,-40489.82253805823
896000,-39762.85978758245
897000,-40608.971074050794
898000,-39931.599890631296
899000,-40118.80567017668
900000,-39322.18367380918
901000,-40261.69361638292
902000,-39917.022523076936
903000,-40427.43668090182
904000,-39723.22475921622
905000,-39691.922135679866
906000,-39419.40944844758
907000,-40212.49476897043
908000,-39981.73990003554
909000,-40296.6361921304
910000,-40219.75100345223
911000,-40508.03134906334
912000,-39717.76074941695
913000,-39664.942924714596
914000,-39439.147549008485
915000,-40328.44198991649
916000,-40011.840744186644
917000,-39644.95963694184
918000,-39632.50032395689
919000,-39837.070982896024
920000,-40343.61270647168
921000,-40282.38544865433
922000,-39665.96715743863
923000,-40165.78845251343
924000,-39982.94892422529
925000,-39404.292801936885
926000,-39134.89154030019
927000,-39356.19410620957
928000,-40042.686832491556
929000,-40183.829549047165
930000,-39893.10877183775
931000,-39617.34385092296
932000,-39606.605907384255
933000,-39465.26926236937
934000,-40103.40353423967
935000,-40044.23495067925
936000,-40151.66944974998
937000,-39884.50820528275
938000,-39597.29987759124
939000,-39697.18342691494
940000,-39822.93081424142
941000,-39806.3696301967
942000,-40226.83295185969
943000,-40153.09291388963
944000,-39899.758854626256
945000,-40359.5404925809
946000,-40560.371519454406
947000,-39982.14925943032
948000,-40328.17427225666
949000,-39602.451064919354
950000,-39691.5031001608
951000,-39810.97585122961
952000,-39701.43413817366
953000,-40279.45032555062
954000,-40050.773512809246
955000,-41188.08508297213
956000,-40308.21618578025
957000,-39333.77609385732
958000,-40788.34488474758
959000,-39833.36140906527
960000,-39790.061562983596
961000,-40396.55369177863
962000,-40181.144164253485
963000,-40032.62739410356
964000,-40140.72188374719
965000,-39738.668653233064
966000,-39153.24068828568
967000,-39207.58777499968
968000,-40682.53879605835
969000,-40043.14293653167
970000,-40151.11227230187
971000,-40160.257958714035
972000,-39703.673398622755
973000,-40199.42499960179
974000,-39898.01128009396
975000,-39944.62575348462
976000,-39362.726055618026
977000,-39907.384952323584
978000,-39564.597655946825
979000,-39273.64207480127
980000,-39789.91682042561
981000,-39739.131416571705
982000,-40061.026774095124
983000,-40105.4285631281
984000,-39223.34869989637
