#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Elapsed Time (s)"
1000,1.0000000000000007,-55688.38529505833,16568.27688549083,-39120.1084095675,295.2812743599236,46.255197911798845,0.9700945832784237,0.0007407665252685547
2000,1.9999999999998905,-55869.61419572872,16502.2349262551,-39367.37926947362,294.1042688077391,45.95752346619753,0.9763780456035999,8.270951986312866
3000,2.9999999999997806,-56687.03948680373,16731.30974906781,-39955.72973773592,298.1868602607552,45.417200064140836,0.9879939071395146,16.598468780517578
4000,3.9999999999996705,-56004.54118776404,16869.130433164086,-39135.41075459996,300.6431125019731,45.642400318190944,0.9831191311124724,24.97442936897278
5000,5.000000000000004,-56302.86642281676,17004.766716591326,-39298.09970622543,303.06043416412575,45.712286252096035,0.9816161172785361,33.410154819488525
6000,6.000000000000338,-56227.277494679314,16665.380949724804,-39561.89654495451,297.01187145403935,45.00906358272174,0.9969529106118337,41.884124755859375
7000,7.000000000000672,-56487.51505355431,16308.566226455452,-40178.94882709885,290.6526883642381,45.00610119307603,0.9970185320031864,50.404273986816406
8000,8.000000000001005,-56264.098575648924,16740.035040984065,-39524.06353466486,298.3423631735808,45.72135630294855,0.9814213875324985,58.84939432144165
9000,9.000000000000451,-56656.604085757994,17004.986291871483,-39651.617793886515,303.06434745390175,45.78041734453144,0.9801552616922038,67.32089829444885
10000,9.999999999999897,-56835.90988588235,16578.07826344937,-40257.831622432976,295.4559553719614,45.65240897321524,0.9829035959314733,75.78923511505127
11000,10.999999999999343,-56865.36328526397,16791.164630170173,-40074.1986550938,299.2535991673247,45.71946843809653,0.9814619127399395,84.44471526145935
12000,11.999999999998789,-56831.38130293212,16524.760877535173,-40306.62042539695,294.5057282742919,45.474176572955365,0.9867560080107965,92.96610140800476
13000,12.999999999998234,-57099.88231962913,16389.234914183475,-40710.64740544565,292.0903727461386,45.61862360279473,0.9836315390269367,101.52000856399536
14000,13.99999999999768,-56667.83624490277,16746.82889364562,-39921.007351257154,298.46344380770967,45.53616240577398,0.9854127922079301,110.07089376449585
15000,14.999999999997126,-57042.298495805415,17000.821269037646,-40041.47722676777,302.99011805403035,45.846681126299515,0.978738609651881,118.60422372817993
16000,15.999999999996572,-56804.40544131399,16516.48205210703,-40287.92338920696,294.35818232612115,45.70035902346767,0.9818723069476383,127.14216756820679
17000,16.999999999997794,-57647.388618190635,16678.013797990752,-40969.37482019988,297.2370151766211,45.51437003546272,0.9858846098000559,135.6730899810791
18000,17.999999999999016,-57005.29370400692,16710.65593829225,-40294.63776571467,297.81876624540615,45.57788688792601,0.9845106916221358,144.2307994365692
19000,19.000000000000238,-56862.54673198733,16901.896276142903,-39960.65045584443,301.2270682106525,45.74233856755155,0.9809712040944604,152.75984621047974
20000,20.00000000000146,-56155.123548750664,16745.704027266904,-39409.41952148376,298.443396341091,45.42822536506354,0.9877541238319238,161.2916202545166
21000,21.000000000002682,-56139.30636614111,16505.541961796513,-39633.76440434459,294.1632070833227,45.97511960140209,0.9760043547845184,169.85382270812988
22000,22.000000000003904,-56628.52087563054,16794.26377405056,-39834.25710157998,299.3088323796104,45.57510708013892,0.9845707408609062,178.4102804660797
23000,23.000000000005127,-56793.570370321264,16392.994348684246,-40400.57602163702,292.1573737153965,45.55037187697813,0.9851053919800483,186.96879148483276
24000,24.00000000000635,-57111.32843785985,16709.834925636038,-40401.49351222381,297.80413408630676,45.62923143364506,0.9834028655065372,195.5635166168213
25000,25.00000000000757,-56519.36360191648,16363.530424616558,-40155.83317729992,291.63226509326995,45.60478425264543,0.9839300344920411,204.15846347808838
26000,26.000000000008793,-56806.23172303859,16631.02627417885,-40175.205448859735,296.3995994329027,45.26963276410885,0.9912145118677291,212.77887058258057
27000,27.000000000010015,-56665.366381041844,16788.202601176206,-39877.16377986564,299.20080962849244,45.507681521383404,0.9860295106799245,221.40267968177795
28000,28.000000000011237,-56066.84172110675,16771.89938137651,-39294.942339730245,298.9102522246118,45.49394529244609,0.9863272278159207,229.96184301376343
29000,29.00000000001246,-56700.38824563396,16395.837985211452,-40304.55026042251,292.2080532533697,45.93296039695592,0.976900172662968,238.52331829071045
30000,30.00000000001368,-56776.2372082499,16734.914989854795,-40041.3222183951,298.25111317621014,45.883771581531285,0.9779474397167679,247.0732831954956
31000,31.000000000014904,-56686.01203934498,16857.48121208627,-39828.53082725871,300.4354990688484,45.88768344405546,0.9778640710292921,255.64648985862732
32000,32.00000000001612,-56580.84583764001,16558.955606513435,-40021.89023112657,295.115149713762,45.895938305039756,0.9776881920241774,264.2136161327362
33000,33.00000000001379,-56832.1391674648,16742.72092677645,-40089.41824068835,298.3902312642122,45.82898853817517,0.9791164582506459,272.81703066825867
34000,34.00000000001146,-56369.43822371347,16880.309884599184,-39489.128339114286,300.8423536595911,45.84966275855092,0.9786749616678249,281.4007136821747
35000,35.00000000000913,-56750.034722825716,16962.76025636614,-39787.27446645958,302.3117913696837,45.482674059076345,0.9865716532942735,290.06987857818604
36000,36.0000000000068,-56809.39689441772,16537.47316628678,-40271.92372813093,294.73228779213133,45.126618126679396,0.99435585482482,298.67317962646484
37000,37.00000000000447,-57037.651790560834,16482.92397508968,-40554.72781547115,293.76010735337445,44.88079109256841,0.9998022728734305,307.22243642807007
38000,38.00000000000214,-56460.86856795702,16991.888399444942,-39468.98016851208,302.8309156737675,45.09132820178616,0.9951340697240773,315.7642822265625
