    -0.57820100     1.19028800    -2.83171200
    -0.62309200     1.38270000    -2.82436400
    -0.85678400     1.20923700    -2.81701600
    -0.77061100     0.90785700    -2.80966800
    -0.46022300     0.81401100    -2.80232000
    -0.18337000     0.99479600    -2.79497200
    -0.11438000     1.32248700    -2.78762400
    -0.27999900     1.61698700    -2.78027600
    -0.59462700     1.74617300    -2.77292700
    -0.92684700     1.66557500    -2.76557900
    -1.15817200     1.41198800    -2.75823100
    -1.21827400     1.07289300    -2.75088300
    -1.09549200     0.75013400    -2.74353500
    -0.82862600     0.52971700    -2.73618700
    -0.48825200     0.46323200    -2.72883900
    -0.15508300     0.56164000    -2.72149100
     0.09908300     0.79922300    -2.71414300
     0.22465900     1.12417500    -2.70679500
     0.20072200     1.47213100    -2.69944700
     0.03507500     1.77947600    -2.69209900
    -0.24063800     1.99420800    -2.68475100
    -0.57891600     2.08310000    -2.67740300
    -0.92559800     2.03480000    -2.67005500
    -1.22867400     1.85919100    -2.66270600
    -1.44551600     1.58381800    -2.65535800
    -1.54782600     1.24836600    -2.64801000
    -1.52404100     0.89827600    -2.64066200
    -1.37929200     0.57843200    -2.63331400
    -1.13332800     0.32769300    -2.62596600
     0.53022200     0.99509600    -2.58187800
     0.55213200     1.34653600    -2.57453000
     0.46565400     1.68797500    -2.56718200
     0.28021300     1.98753400    -2.55983400
     0.01392100     2.21834900    -2.55248500
    -0.30856200     2.36065000    -2.54513700
    -0.65856600     2.40306100    -2.53778900
    -1.00606600     2.34307900    -2.53044100
    -1.32225400     2.18677800    -2.52309300
    -1.58180200     1.94784600    -2.51574500
    -1.56965500     0.31335000    -2.47900500
    -1.31109800     0.07282800    -2.47165700
     0.85172200     1.39277900    -2.40552400
     0.77073600     1.73693900    -2.39817600
     0.60906300     2.05140900    -2.39082800
     0.37674000     2.31801600    -2.38348000
     0.08765200     2.52174300    -2.37613200
    -0.24139500     2.65146500    -2.36878400
    -0.59171300     2.70042900    -2.36143600
    -0.94383500     2.66648200    -2.35408800
    -1.27858900     2.55201900    -2.34674000
    -1.57812500     2.36370900    -2.33939200
    -1.80156600     0.14124400    -2.28795500
     1.13047900     1.39755800    -2.19977800
     1.06034500     1.74478300    -2.19243000
     0.92089300     2.07043400    -2.18508200
     0.71826600     2.36103500    -2.17773400
     0.46112700     2.60474900    -2.17038600
     0.16024300     2.79182500    -2.16303800
    -0.17199400     2.91494100    -2.15569000
    -0.52210600     2.96944200    -2.14834200
    -0.87608900     2.95346500    -2.14099400
    -1.21997300     2.86794900    -2.13364600
    -1.54036800     2.71653500    -2.12629800
     1.36447800     1.52689100    -1.95729200
     1.27920600     1.87111700    -1.94994400
     1.13380600     2.19458000    -1.94259600
    -0.62421800     3.21307300    -1.89850800
    -0.97738800     3.18020000    -1.89116000
    -1.31943900     3.08630500    -1.88381100
    -1.63999100     2.93442800    -1.87646300
     1.47308300     1.96406700    -1.67806600
    -1.09605200     3.36587800    -1.61193300
    -1.43515100     3.26106400    -1.60458500
    -1.44580300     3.43580400    -1.30331400
    -1.76814600     3.28687600    -1.29596600
    -1.57956900     3.51827700    -0.97999900
    -1.74540500     3.53380600    -0.64198800
    -1.54478900     3.66492200    -0.30397700
    -1.86655300     3.51410900    -0.29662900
    -1.87823000     3.50046800     0.04873000
    -1.71521300     3.52929100     0.38674100
    -2.02275500     3.35101300     0.39408900
    -1.62260200     3.46938900     0.71740400
    -1.93323700     3.29642900     0.72475200
    -2.21623600     3.08120500     0.73210000
    -1.52652400     3.36377800     1.03337100
    -1.83910600     3.19421700     1.04071900
    -2.12275200     2.97972900     1.04806700
    -2.37099600     2.72509900     1.05541500
    -1.33786300     3.25220400     1.32729400
    -1.65842700     3.09806500     1.33464200
    -1.94983100     2.89409000     1.34199000
    -2.20430100     2.64555600     1.34933800
    -2.41499100     2.35896300     1.35668600
    -2.53555500     0.31185100     1.40077400
    -1.28180200     3.04622900     1.59917200
    -1.59892700     2.88487000     1.60652000
    -1.88199800     2.66928000     1.61386800
    -2.12168300     2.40629400     1.62121600
    -2.30998000     2.10437000     1.62856400
    -2.44049700     1.77333800     1.63591200
    -2.50869500     1.42409700     1.64326000
    -2.51207300     1.06827100     1.65060800
    -2.45028500     0.71783100     1.65795700
    -2.32519400     0.38469100     1.66530500
    -0.89577200     2.90802600     1.83431000
    -1.23492400     2.79983900     1.84165800
    -1.54490600     2.62478400     1.84900600
    -1.81245900     2.38993500     1.85635400
    -2.02593600     2.10502900     1.86370200
    -2.17584600     1.78211000     1.87105000
    -2.25532100     1.43506700     1.87839800
    -2.26049000     1.07906900     1.88574700
    -2.19072700     0.72992700     1.89309500
    -2.04877100     0.40339700     1.90044300
    -0.34916600     2.66123200     2.03270800
    -0.70542800     2.66253000     2.04005600
    -1.05164300     2.57844400     2.04740400
    -1.36734400     2.41328100     2.05475200
    -1.63341600     2.17629300     2.06210000
    -1.83330500     1.88131300     2.06944800
    -1.95414400     1.54608400     2.07679600
    -1.98770800     1.19130700     2.08414400
    -1.93113000     0.83944700     2.09149200
