   2.025     0.00000     0.00000    -0.00000
   2.129     0.00000     0.00000    -0.00000
   2.297     0.00000     0.00000    -0.00000
   2.500     0.00197     0.00061     0.02458
   2.703     0.07965     0.00285     0.68277
   2.871     0.53379     0.01305     2.71648
   2.975     1.29559     0.02164     0.00000
   3.025     1.75881     0.02480     0.00000
   3.129     3.39728     0.02393     0.00000
   3.297     7.67186     0.04944     0.00000
   3.500    16.05233     0.11364     0.00000
   3.703    24.23407     0.43058     0.00000
   3.871    30.24657     0.64487     0.00000
   3.975    31.67952     0.39945     0.00000
   4.025    32.06915     0.47170     0.00000
   4.129    33.10605     0.44429     0.00000
   4.297    31.11923     0.53468     0.00000
   4.500    28.86774     0.72025     0.00000
   4.703    26.99039     0.66696     0.00000
   4.871    24.70989     0.61125     0.00000
   4.975    23.61893     0.54923     0.00000
