inter,vdw,multipole,polar
-12703.6008,6025.7068,-13283.3751,-5445.9326
-12812.6875,6106.9629,-13424.4052,-5495.2452
-12904.7811,6124.0457,-13480.6383,-5548.1885
-12785.7933,5945.0087,-13277.6385,-5453.1635
-12882.902,6197.5055,-13493.5015,-5586.9059
-12802.0404,5957.1446,-13302.7575,-5456.4275
-12827.0517,6084.392,-13414.1614,-5497.2822
-12843.174,6098.2686,-13401.9427,-5539.4998
-12788.1169,6022.0861,-13342.0331,-5468.1699
-12977.7382,6366.5104,-13682.8106,-5661.438
-12914.7124,6278.4283,-13540.1449,-5652.9958
-12883.2582,6138.2494,-13470.3754,-5551.1322
-12686.3588,6182.7362,-13340.1153,-5528.9798
-12749.0607,5975.1795,-13296.9901,-5427.2501
-12750.1694,6145.9009,-13404.0842,-5491.986
-12783.9131,5892.6878,-13228.3723,-5448.2286
-12752.1499,6114.1675,-13355.9072,-5510.4102
-12754.7717,6048.0454,-13306.1575,-5496.6596
-12777.3625,5893.3205,-13241.5874,-5429.0957
-12684.445,5897.2224,-13194.0173,-5387.6501
-12684.4295,5985.0579,-13211.6091,-5457.8783
-12668.2912,5918.8968,-13194.5478,-5392.6402
-12603.3479,5995.0105,-13197.9963,-5400.3621
-12658.7356,5871.0327,-13159.1859,-5370.5824
-12569.2207,5958.2089,-13157.084,-5370.3456
-12627.7584,5947.8451,-13164.4154,-5411.1881
-12621.3794,6009.7479,-13201.7346,-5429.3927
-12829.2169,6113.6531,-13439.5719,-5503.2981
-12853.3537,6056.5571,-13398.0577,-5511.8531
-12838.6087,5981.5966,-13351.0478,-5469.1575
-12822.8806,6136.9243,-13407.9792,-5551.8256
-12811.3776,6106.4853,-13416.0901,-5501.7728
-12813.5498,5872.462,-13273.369,-5412.6428
-12872.4858,6161.9183,-13464.7268,-5569.6773
-12714.9863,5995.8633,-13254.7583,-5456.0913
-12930.4306,5840.5692,-13315.4749,-5455.5248
-12854.4638,5937.3509,-13318.3064,-5473.5082
-12702.8966,5703.6457,-13071.2119,-5335.3305
-12724.7608,5793.7444,-13130.2969,-5388.2083
-12640.8786,5861.2321,-13130.4112,-5371.6996
-12764.2541,6066.7983,-13325.5604,-5505.492
-12732.9819,5963.1804,-13269.0449,-5427.1174
-12823.6383,6004.0231,-13338.2895,-5489.3719
-12728.5722,5975.3162,-13257.4065,-5446.482
-12700.0211,5843.8702,-13171.6718,-5372.2195
-12682.3689,5926.9534,-13195.8134,-5413.509
-12576.5924,5937.8599,-13134.3789,-5380.0734
-12599.6131,5686.665,-13009.3341,-5276.9439
-12555.5576,5786.6206,-13041.3934,-5300.7848
-12674.0204,5976.1255,-13206.4424,-5443.7036
-12757.4326,5975.5998,-13279.5195,-5453.5129
-12820.538,5955.247,-13310.0957,-5465.6892
-12727.7693,6008.4243,-13278.7144,-5457.4792
-12701.7976,6090.9484,-13294.3672,-5498.3789
-12766.4005,5874.2038,-13220.4213,-5420.1831
-12799.5196,6038.9022,-13329.4775,-5508.9443
-12786.7476,5930.6849,-13270.2249,-5447.2076
-12722.1907,5974.3171,-13260.7594,-5435.7485
-12707.9476,6013.863,-13243.9455,-5477.8651
-12816.3817,5930.9115,-13279.0236,-5468.2696
-12826.9373,5989.1869,-13321.0318,-5495.0923
-12899.4476,6117.1309,-13424.0278,-5592.5507
-12873.5178,6196.6622,-13467.3122,-5602.8678
-12878.3642,5913.7533,-13297.0275,-5495.09
-12965.2857,6149.0184,-13525.8476,-5588.4565
-12859.6118,6010.8895,-13360.5023,-5509.999
-12877.104,6025.9227,-13394.798,-5508.2287
-12880.9887,6044.0555,-13390.5363,-5534.5079
-12842.4426,5904.6591,-13282.4528,-5464.6489
-12932.2365,6050.5837,-13416.1799,-5566.6403
-12839.72,6061.1865,-13371.1168,-5529.7897
-12784.2801,5930.5068,-13272.4735,-5442.3134
-12710.2053,6011.509,-13230.8071,-5490.9073
-12719.2353,5804.3743,-13116.7212,-5406.8884
-12686.5531,5886.5851,-13157.9589,-5415.1794
-12756.5296,5899.9317,-13230.573,-5425.8883
-12834.0708,5864.4836,-13241.9086,-5456.6458
-12911.9106,6066.6117,-13434.7976,-5543.7248
-12957.4886,5958.3972,-13412.9436,-5502.9422
-12845.2493,6068.1149,-13380.8885,-5532.4756
-12829.6171,5957.5194,-13280.4521,-5506.6843
-12822.6192,5811.7992,-13197.8067,-5436.6117
-12878.684,6049.2362,-13398.5827,-5529.3375
-12699.7762,5908.9401,-13167.148,-5441.5682
-12798.3634,5861.2338,-13199.9682,-5459.629
-12894.1433,6020.7245,-13418.673,-5496.1948
-12766.3035,5889.4916,-13227.348,-5428.4472
-12813.5856,6106.3138,-13397.032,-5522.8673
-12929.2677,5951.0221,-13372.5242,-5507.7656
-12827.2212,5987.2706,-13327.294,-5487.1978
-12762.5558,5847.9342,-13195.0805,-5415.4095
-12697.0864,5814.2373,-13107.6815,-5403.6421
