#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Elapsed Time (s)"
1000,1.0000000000000007,-54723.21364509807,16884.85266289843,-37838.360982199636,300.92331545028344,46.540767078154644,0.9641421867275055,0.000759124755859375
2000,1.9999999999998905,-56566.12342304365,16821.901885020692,-39744.22153802296,299.8014012016168,45.85939813837986,0.9784672011461503,9.306819200515747
3000,2.9999999999997806,-56272.17870896862,16257.149065266167,-40015.02964370245,289.73632723719555,45.770572595233496,0.9803660823631565,19.92465829849243
4000,3.9999999999996705,-56154.758338283726,16664.89412948684,-39489.86420879689,297.00319530133834,45.82739540736159,0.9791504959825714,30.816574811935425
5000,5.000000000000004,-56704.182223245094,16620.39081952305,-40083.79140372205,296.2100534332875,45.44139810445258,0.9874677896037433,41.75696015357971
6000,6.000000000000338,-56815.74423995357,16900.63618078944,-39915.10805916414,301.2046106814624,44.98869602400785,0.9974042572552443,52.65360498428345
7000,7.000000000000672,-56453.09964666639,16784.62540049749,-39668.4742461689,299.13705644629056,45.13282023124063,0.994219211491851,63.56159543991089
8000,8.000000000001005,-56556.51726103679,16674.2165475971,-39882.30071343969,297.1693402492252,44.8330699123108,1.0008664816054913,74.49657702445984
9000,9.000000000000451,-56244.03726039879,16908.35033413993,-39335.68692625886,301.34209299466147,44.81046080591387,1.0013714685296327,85.4123592376709
10000,9.999999999999897,-56356.91524587553,16850.05860929484,-39506.85663658069,300.30321279511764,44.74425968114868,1.0028530422107447,96.32570886611938
11000,10.999999999999343,-56497.45231399326,17058.802105890136,-39438.65020810312,304.02345758068026,44.98892788611254,0.9973991168737952,107.23241209983826
12000,11.999999999998789,-56523.52701006664,16924.685871935253,-39598.841138131385,301.6332263726763,45.105303531185996,0.9948257395426434,118.13921570777893
13000,12.999999999998234,-56721.17295239677,16647.284064416457,-40073.88888798031,296.68934718716923,44.9621033663193,0.997994168046877,129.03532767295837
14000,13.99999999999768,-56597.21432631107,16633.670889084187,-39963.54343722688,296.4467319901889,44.85388169382121,1.0004020889208523,139.94443917274475
15000,14.999999999997126,-56456.356119137396,16738.04296476324,-39718.313154374155,298.30686021759016,45.219695585262784,0.9923091334858829,150.8621587753296
16000,15.999999999996572,-56838.44671165145,17128.17408549881,-39710.27262615264,305.2598110461187,45.21811452970208,0.9923438296666006,162.9257471561432
