Adding dependency `cuda/11.6.2-510.47.03` to your environment
Adding dependency `anaconda/2020.11:python3` to your environment
Adding package `openmm/20221108` to your environment

System Time is: 2023-03-24 16:30:58.169438
Creating the simulation system...

System Time is: 2023-03-24 16:31:11.122285
The simulation system has been created. Preparing for simulation...
bubble radius: 2.0254 A

System Time is: 2023-03-24 16:31:17.115013
Starting equilibration...

#"Step","Total Energy (kJ/mole)","Time Remaining"
1000,-37838.360982199636,--
2000,-39744.22153802296,21:42:32
3000,-40015.02964370245,23:14:10
4000,-39489.86420879689,23:57:23
5000,-40083.79140372205,1:0:20:35
6000,-39915.10805916414,1:0:33:13
7000,-39668.4742461689,1:0:41:51
8000,-39882.30071343969,1:0:48:29
9000,-39335.68692625886,1:0:53:06
10000,-39506.85663658069,1:0:56:36
11000,-39438.65020810312,1:0:59:16
12000,-39598.841138131385,1:1:01:25
13000,-40073.88888798031,1:1:03:04
14000,-39963.54343722688,1:1:04:34
15000,-39718.313154374155,1:1:05:55
16000,-39710.27262615264,1:1:17:44
17000,-39949.52145730282,1:1:23:36
18000,-40785.476437927195,1:1:26:53
19000,-40531.72764637761,1:1:29:52
20000,-40024.846361779404,1:1:32:00
21000,-40258.83484851604,1:1:27:53
22000,-39814.70401046767,1:1:32:06
23000,-40138.54830808809,1:1:36:20
24000,-39972.11679383152,1:1:31:44
25000,-40010.720058269,1:1:31:08
26000,-40834.981907811896,1:1:36:29
27000,-40643.91914943302,1:1:34:20
28000,-40295.816399620715,1:1:38:40
29000,-40315.7742508469,1:1:38:22
30000,-40977.18493223075,1:1:37:01
31000,-40489.44927111164,1:1:35:54
32000,-40288.062479402164,1:1:34:38
33000,-40046.90328017545,1:1:33:18
34000,-40000.60816634081,1:1:32:07
35000,-40677.258949349205,1:1:31:07
36000,-39826.49581809199,1:1:30:01
37000,-39964.16571976524,1:1:29:09
38000,-40153.44747658342,1:1:28:12
39000,-39942.26761632429,1:1:27:15
40000,-39607.21667531844,1:1:26:24
41000,-39799.89467280281,1:1:25:34
42000,-40399.30325955164,1:1:25:09
43000,-40612.82718747805,1:1:24:53
44000,-40146.9510348772,1:1:24:30
45000,-39775.78390261355,1:1:24:00
46000,-40410.57713402046,1:1:23:17
47000,-40527.165224316384,1:1:22:37
48000,-39929.90704435864,1:1:22:00
49000,-40159.28659849195,1:1:21:24
50000,-39846.18535400943,1:1:20:45
51000,-40078.706884937455,1:1:20:07
52000,-39930.99633513817,1:1:19:36
53000,-40184.3602788845,1:1:18:57
54000,-40233.89566030356,1:1:18:22
55000,-40415.62042694945,1:1:17:44
56000,-40457.53661745978,1:1:17:16
57000,-40262.33758608902,1:1:16:42
58000,-40431.198858452706,1:1:16:19
59000,-39867.172663446036,1:1:16:01
60000,-40337.10734032116,1:1:15:34
61000,-40339.44359002498,1:1:13:25
62000,-40195.426710208965,1:1:13:39
63000,-39715.14294052428,1:1:13:47
64000,-39776.779156486744,1:1:11:52
65000,-40005.352408866995,1:1:11:16
66000,-40276.970754396636,1:1:10:52
67000,-40082.39432750501,1:1:10:32
68000,-40391.46579276194,1:1:10:08
69000,-40227.8502970765,1:1:09:43
70000,-39855.71324561565,1:1:09:30
71000,-39511.63217146104,1:1:09:23
72000,-40380.40689800025,1:1:09:18
73000,-39568.08228077368,1:1:08:00
74000,-40097.60294868906,1:1:08:31
75000,-40106.05374414814,1:1:07:33
76000,-39333.00140688959,1:1:06:34
77000,-39888.37441485065,1:1:06:52
78000,-40109.3064078386,1:1:05:36
79000,-39807.586838285264,1:1:04:45
80000,-39668.56984396009,1:1:05:25
81000,-40170.57225411525,1:1:04:09
82000,-39549.76257645195,1:1:02:53
83000,-40503.775797043774,1:1:03:55
84000,-39952.70945389956,1:1:03:29
85000,-39696.79659594304,1:1:03:02
86000,-40592.62635389379,1:1:02:34
87000,-40189.8783923762,1:1:02:10
88000,-40528.58912543727,1:1:01:46
89000,-40517.75071521478,1:1:01:22
90000,-40094.438075411075,1:1:00:57
91000,-40333.42462079379,1:1:00:34
92000,-40543.549940849116,1:1:00:12
93000,-40288.0364232793,1:0:59:49
94000,-40012.852982768934,1:0:59:27
95000,-40527.140297667414,1:0:59:06
96000,-39929.525817345435,1:0:58:41
97000,-40901.07127867973,1:0:58:19
98000,-41240.76334318895,1:0:57:57
99000,-40153.08571471484,1:0:59:25
100000,-39182.57432961922,1:0:59:51

System Time is: 2023-03-24 16:49:19.511380
Starting production...

101000,-40074.94622205799,1:1:00:40
102000,-40611.833360861936,1:1:01:28
103000,-39557.50354105933,1:1:02:15
104000,-39723.577503207365,1:1:03:02
105000,-39892.497530111745,1:1:03:50
106000,-40042.98835305229,1:1:04:34
107000,-40143.2206649916,1:1:05:13
108000,-39866.06759288758,1:1:05:49
109000,-40122.204758488704,1:1:06:24
110000,-40620.630935611734,1:1:07:01
111000,-39777.15965832281,1:1:07:37
112000,-40003.435370559135,1:1:08:10
113000,-40259.546053775615,1:1:08:43
114000,-40231.71298512438,1:1:09:15
115000,-39603.849279620554,1:1:09:45
116000,-40248.85106942803,1:1:10:18
117000,-40070.13919002692,1:1:10:48
118000,-40462.585083566824,1:1:11:18
119000,-40410.64295416851,1:1:11:51
120000,-40038.109617215494,1:1:12:16
121000,-39721.47646985473,1:1:12:35
122000,-40017.18243520892,1:1:12:53
