r,pmf,pmf_seom,direct,direct_seom,w_solv,w_solv_seom,elect,elect_seom,vdw,vdw_seom
0.03553,inf,,,,,,,,,
0.10658,inf,,,,,,,,,
0.17763,inf,,,,,,,,,
0.24868,inf,,,,,,,,,
0.31973,inf,,,,,,,,,
0.39078,inf,,,,,,,,,
0.46184,inf,,,,,,,,,
0.53289,inf,,,,,,,,,
0.60394,inf,,,,,,,,,
0.67499,inf,,,,,,,,,
0.74604,inf,,,,,,,,,
0.81709,inf,,,,,,,,,
0.88815,inf,,,,,,,,,
0.9592,inf,,,,,,,,,
1.03025,inf,,,,,,,,,
1.1013,inf,,,,,,,,,
1.17235,inf,,,,,,,,,
1.2434,inf,,,,,,,,,
1.31445,inf,,,,,,,,,
1.38551,inf,,,,,,,,,
1.45656,inf,,,,,,,,,
1.52761,inf,,,,,,,,,
1.59866,inf,,,,,,,,,
1.66971,inf,,,,,,,,,
1.74076,inf,,,,,,,,,
1.81182,inf,,,,,,,,,
1.88287,inf,,,,,,,,,
1.95392,inf,,,,,,,,,
2.02497,inf,,,,,,,,,
2.09602,inf,,,,,,,,,
2.16707,inf,,,,,,,,,
2.23813,inf,,,,,,,,,
2.30918,inf,,,,,,,,,
2.38023,inf,,,,,,,,,
2.45128,inf,,,,,,,,,
2.52233,inf,,,,,,,,,
2.59338,inf,,,,,,,,,
2.66444,inf,,,,,,,,,
2.73549,inf,,,,,,,,,
2.80654,inf,,,,,,,,,
2.87759,inf,,,,,,,,,
2.94864,4.61377,0.30048,-108.38334,2.2210982591051653,112.99711,2.241331235449146,-119.7415,1.982787462639402,11.358159999999998,1.0009152584509835
3.01969,3.21174,0.08189,-109.73081785714288,0.4633651186221596,112.94255785714289,0.47054564630408396,-117.85248035714288,0.385053098812777,8.1216625,0.257762185454744
3.09075,1.91097,0.02971,-109.35257424242423,0.17368139156179896,111.26354424242423,0.17620417099161678,-115.8165784090909,0.1436635353365384,6.464004166666667,0.0976013032159413
3.1618,1.00865,0.01747,-108.86770488766261,0.07683166478497229,109.87635488766261,0.0787928017881732,-113.90395376428854,0.0646942352334807,5.036248876625937,0.041445876045578
