r,inter_mean,inter_var,inter_seom,vdw_inter_mean,vdw_inter_var,vdw_inter_seom,multipole_inter_mean,multipole_inter_var,multipole_inter_seom,polar_inter_mean,polar_inter_var,polar_inter_seom
0.03549,,,,,,,,,,,,
0.10647,,,,,,,,,,,,
0.17745,,,,,,,,,,,,
0.24843,,,,,,,,,,,,
0.31941,,,,,,,,,,,,
0.39039,,,,,,,,,,,,
0.46137,,,,,,,,,,,,
0.53236,,,,,,,,,,,,
0.60334,,,,,,,,,,,,
0.67432,,,,,,,,,,,,
0.7453,,,,,,,,,,,,
0.81628,,,,,,,,,,,,
0.88726,,,,,,,,,,,,
0.95824,,,,,,,,,,,,
1.02922,,,,,,,,,,,,
1.1002,,,,,,,,,,,,
1.17118,,,,,,,,,,,,
1.24216,,,,,,,,,,,,
1.31314,,,,,,,,,,,,
1.38412,,,,,,,,,,,,
1.4551,,,,,,,,,,,,
1.52609,,,,,,,,,,,,
1.59707,,,,,,,,,,,,
1.66805,,,,,,,,,,,,
1.73903,,,,,,,,,,,,
1.81001,,,,,,,,,,,,
1.88099,,,,,,,,,,,,
1.95197,,,,,,,,,,,,
2.02295,,,,,,,,,,,,
2.09393,,,,,,,,,,,,
2.16491,,,,,,,,,,,,
2.23589,,,,,,,,,,,,
2.30687,,,,,,,,,,,,
2.37785,,,,,,,,,,,,
2.44883,,,,,,,,,,,,
2.51982,,,,,,,,,,,,
2.5908,,,,,,,,,,,,
2.66178,,,,,,,,,,,,
2.73276,,,,,,,,,,,,
2.80374,,,,,,,,,,,,
2.87472,,,,,,,,,,,,
2.9457,,,,,,,,,,,,
3.01668,-121.545125,14.746987023333343,0.9600451494374282,10.587543749999998,7.236702323958334,0.6725279884491023,-115.27626874999999,9.60432708629166,0.7747712197114892,-13.59945,2.050866966666668,0.3580212080543089
3.08766,-120.95870066666667,19.954789110670685,0.3647354210992829,8.718602,9.231336291472493,0.24807708871064646,-113.46086199999998,18.29641965190201,0.3492508139041054,-13.067300666666664,5.294299324227743,0.18787051079981912
