#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Elapsed Time (s)"
106000,106.00000000014208,-56678.274712635925,16964.93625790886,-39713.33845472707,302.3505722587879,45.41170100900776,0.9881135466343096,891.9374890327454
107000,107.00000000014685,-56638.23998102636,16728.178369778478,-39910.06161124788,298.1310525462024,45.25704519724601,0.9914902032852572,901.1069421768188
108000,108.00000000015163,-56408.684323113426,16608.247073585306,-39800.43724952812,295.99362653501777,45.18791778137901,0.9930069617236997,910.3021333217621
109000,109.0000000001564,-56975.453780513504,16480.397917105274,-40495.055863408226,293.7150877278637,44.66179154416289,1.0047048134720893,919.4817094802856
110000,110.00000000016118,-56238.88315086824,16211.026011527321,-40027.85713934092,288.9143181544463,44.72718395906861,1.0032359064628649,928.6783037185669
111000,111.00000000016595,-56260.99049743283,16426.373091592173,-39834.61740584066,292.75225258001853,44.97413249523399,0.9977272368169123,937.8712232112885
112000,112.00000000017073,-56752.802462130116,16776.375532939946,-39976.42692919017,298.9900265878129,44.817434443314305,1.0012156541325925,947.0691871643066
113000,113.0000000001755,-56768.40064526348,16904.020971459056,-39864.37967380442,301.26493471571615,45.01281056307765,0.9968699217265562,956.2811572551727
114000,114.00000000018028,-56467.02389958296,16657.419903279748,-39809.60399630321,296.86998899059535,44.77880899744922,1.0020792858797025,965.4655749797821
115000,115.00000000018505,-56484.40925057646,16765.12002489392,-39719.289225682536,298.78942994264764,44.605555470994446,1.0059714864863925,974.6508779525757
116000,116.00000000018983,-56721.98578837392,17051.544608904343,-39670.44117946958,303.8941138370044,44.385839125945644,1.0109511913334028,983.8692154884338
117000,117.0000000001946,-57013.527601762005,16635.869363898706,-40377.6582378633,296.48591339990134,44.561886011873035,1.0069573116979806,993.168231010437
118000,118.00000000019938,-56536.57946759409,16751.964948076136,-39784.614519517956,298.55497901730973,44.72202972003151,1.0033515299644118,1002.4451313018799
119000,119.00000000020415,-56767.81735894932,16609.95131570814,-40157.866043241185,296.02399968663315,44.43406896039339,1.0098538799744945,1011.7091865539551
120000,120.00000000020893,-56750.46141313353,16737.681193419357,-40012.78021971417,298.3004126971759,44.24716555444594,1.0141195798743947,1020.9739825725555
121000,121.0000000002137,-56357.661214683525,16543.45925735129,-39814.20195733223,294.8389724286918,44.83735315571371,1.0007708703694835,1030.1880340576172
122000,122.00000000021848,-56939.23831882102,16793.35769179784,-40145.88062702319,299.2926841027493,44.808910237001854,1.001406120018818,1039.420899629593
123000,123.00000000022325,-57071.50082793665,16688.595448259835,-40382.90537967681,297.42560226976786,44.78475331075104,1.0019462791578122,1048.6240541934967
124000,124.00000000022803,-56938.85208700667,16563.006809310613,-40375.84527769606,295.18735060302214,44.579838131268446,1.0065518140864267,1057.8547811508179
125000,125.0000000002328,-57119.94626821792,16963.199749319207,-40156.74651889871,302.3196240513893,45.30699263165086,0.9903971624759883,1067.0895411968231
126000,126.00000000023758,-56587.430359546925,16520.229229582914,-40067.201129964014,294.4249648496135,45.20070459991305,0.9927260501774088,1076.3278052806854
127000,127.00000000024235,-57031.892766057994,16688.684696981563,-40343.20806907643,297.4271928682634,44.72774981641117,1.0032232143778324,1085.6035604476929
