r,pmf,pmf_seom,direct,direct_seom,w_solv,w_solv_seom,elect,elect_seom,vdw,vdw_seom
3.36022,-0.97749,0.00593,-110.86059321223249,0.02388220689409837,109.88310321223248,0.02460741160976749,-115.2680756352964,0.0218540381053333,4.407482423063915,0.009631242112166
3.43096,-1.07735,0.00544,-109.10345396433952,0.021664364025179503,108.02610396433953,0.022336926122801495,-113.094925834263,0.020150004425456,3.991471869923473,0.0079575115626429
3.5017,-1.07554,0.00535,-107.37279175399577,0.021396459867968644,106.29725175399577,0.022055180681227547,-110.83995095842128,0.0201871363316962,3.4671592044255126,0.0070914047696563
3.57245,-0.98524,0.0056,-105.6940484186326,0.022530223458871745,104.7088084186326,0.02321574829952062,-108.54573378083376,0.0215091530710467,2.8516853622011533,0.0067057664195062
3.64319,-0.80347,0.00599,-103.97637019258606,0.025914538708403642,103.17290019258606,0.026597808489974333,-106.19451297095355,0.0250180135521831,2.2181427783674983,0.0067573896122788
3.71393,-0.56508,0.00668,-101.96886932753932,0.03210835786096479,101.40378932753933,0.032795869321116944,-103.55929742048136,0.0313260018665356,1.59042809294204,0.0070447321869314
3.78467,-0.29612,0.00747,-99.37420521880455,0.04188335139109911,99.07808521880455,0.042544283091271895,-100.36243335941732,0.0412094920691311,0.9882281406127732,0.0074828395114759
3.85541,-0.04398,0.00839,-96.0011813604476,0.05444014017620422,95.9572013604476,0.055082855430748735,-96.46641245892909,0.0538680640626635,0.4652310984814847,0.0078715015432601
3.92615,0.16163,0.00919,-92.204590892565,0.06454656603588418,92.366220892565,0.0651975098222682,-92.2835404108344,0.0640201911052235,0.0789495182694055,0.0082264401702935
3.99689,0.27783,0.00979,-88.34384300654526,0.06634382380999537,88.62167300654525,0.06706226254557558,-88.19371165338646,0.0657464437633253,-0.1501313531587934,0.0088830225828607
4.06764,0.32412,0.00998,-85.14068390907066,0.0616116042779141,85.46480390907065,0.06241466319462345,-84.87976872446328,0.0609564471044742,-0.2609151846073843,0.0089611013886532
4.13838,0.30527,0.00978,-82.55906034758429,0.055413727715187676,82.86433034758429,0.056270148562918856,-82.24845060132083,0.0547011906532631,-0.3106097462634689,0.0088578191677365
4.20912,0.26428,0.0096,-80.59970653373465,0.04926401956427242,80.86398653373465,0.05019067267559796,-80.28453697642338,0.0485384435027496,-0.3151695573112615,0.008423961417255
4.27986,0.20028,0.00897,-78.92544854109963,0.044471985553277714,79.12572854109963,0.045367591946795474,-78.60602635819271,0.0437569796206466,-0.3194221829069134,0.0079425583743061
4.3506,0.13758,0.00859,-77.59653681118219,0.041240662993390895,77.73411681118219,0.04212576864740205,-77.269767960199,0.0406042126774517,-0.3267688509831793,0.0072173538765057
4.42134,0.07048,0.00821,-76.2622106632256,0.038024666678542485,76.3326906632256,0.03890089171232787,-75.92812763098604,0.0375267090433093,-0.3340830322395641,0.0061336273438372
4.49209,0.01253,0.0078,-75.03155754380914,0.03546466385353327,75.04408754380914,0.036312289686056834,-74.69270945989709,0.0350273541501982,-0.3388480839120579,0.005552192673233
4.56283,-0.05189,0.00728,-73.89591367304806,0.03318851421133725,73.84402367304806,0.03397757901258026,-73.560928612988,0.0328277267153593,-0.33498506006006,0.0048803518579934
4.63357,-0.12026,0.00699,-72.77505914606132,0.030914537624362904,72.65479914606132,0.03169493234774527,-72.42714002702336,0.0306331007954793,-0.3479191190379678,0.0041619433179892
4.70431,-0.17564,0.00661,-71.72344716345923,0.02913197222307662,71.54780716345923,0.029872460655361283,-71.36966997516832,0.0289141961446496,-0.3537771882909125,0.003555427810382
4.77505,-0.2267,0.00626,-70.71968652791361,0.027648724615235508,70.49298652791362,0.028348537402291672,-70.35477943152345,0.0274534455005259,-0.3649070963901526,0.003280290078451
4.84579,-0.26786,0.00606,-69.77112837775381,0.02627044104625422,69.50326837775381,0.02696033517530371,-69.38979450200277,0.0261326989418029,-0.3813338757510399,0.0026866556872462
4.91653,-0.30314,0.00576,-68.92351621721659,0.02501189040987227,68.62037621721659,0.025666559213799196,-68.52545381591935,0.0249154036554332,-0.3980624012972363,0.0021948399855767
4.98728,-0.33466,0.00554,-68.0860403442676,0.02385019236621522,67.7513803442676,0.024485164404297367,-67.68182629100356,0.0237734854350071,-0.4042140532640467,0.0019112996041898
5.05802,-0.35146,0.00539,-67.25588748292638,0.023012691704337233,66.90442748292638,0.0236354834830784,-66.85302575852914,0.0229489547751221,-0.4028617243972437,0.0017115648419713
5.12876,-0.37128,0.00528,-66.52779993071194,0.02198778963420248,66.15651993071194,0.022612856807531903,-66.13052618511462,0.0219370555303681,-0.3972737455973208,0.0014928119960291
5.1995,-0.37961,0.00511,-65.72610703365184,0.02117740259679785,65.34649703365184,0.02178518948154595,-65.33653608087522,0.02113676881537,-0.3895709527766237,0.0013112531382088
5.27024,-0.38839,0.00499,-65.00123720334143,0.02042523855535011,64.61284720334143,0.021025947542095712,-64.62436131984009,0.0203936327434651,-0.3768758835013347,0.0011358316634206
5.34098,-0.38982,0.00493,-64.28434810815692,0.019610074004622027,63.89452810815692,0.02022028443090632,-63.92261578234452,0.0195837733049088,-0.3617323258124025,0.0010152958232427
5.41172,-0.38677,0.00482,-63.5180680656773,0.018953679807399787,63.1312980656773,0.01955695217157915,-63.17294250331544,0.0189317818424697,-0.3451255623618567,0.000910831768533
5.48247,-0.38344,0.00479,-62.72832970966066,0.0184167426118118,62.34488970966066,0.01902946421814667,-62.3986423108339,0.0183983881316216,-0.3296873988267617,0.0008220234716417
5.55321,-0.37335,0.00473,-61.967282109421966,0.017830931386061556,61.593932109421964,0.01844762895589661,-61.65647710580238,0.0178146515225694,-0.3108050036195875,0.0007617776735051
5.62395,-0.3626,0.00475,-61.13512030503851,0.017454218195661092,60.77252030503851,0.01808900861909648,-60.843120680245605,0.0174375048195902,-0.2919996247929051,0.0007636481444456
5.69469,-0.34115,0.00475,-60.25547261673032,0.01716616101292829,59.914322616730324,0.017811220730814023,-59.97743956141432,0.0171510564868566,-0.2780330553160035,0.0007199620173546
5.76543,-0.315,0.00472,-59.458179671875804,0.016943419327005306,59.14317967187581,0.0175885718149808,-59.195310479372914,0.0169278336409399,-0.2628691925028893,0.0007265718927954
5.83617,-0.28977,0.00478,-58.577562416047286,0.016866368773299396,58.28779241604729,0.017530624506757565,-58.32856738860674,0.0168504831168195,-0.2489950274405454,0.000731856766526
5.90692,-0.25928,0.00481,-57.69953753878925,0.016857100188082726,57.440257538789254,0.017529915195204415,-57.46385405380529,0.0168406993093313,-0.2356834849839583,0.0007434201529061
5.97766,-0.22423,0.00486,-56.854032219437116,0.016904938502625495,56.62980221943712,0.017589671565368975,-56.6282724804512,0.0168885128786949,-0.2257597389859139,0.0007450359210846
6.0484,-0.19493,0.0049,-56.02689285155048,0.016857211148550946,55.83196285155048,0.01755493001144779,-55.810939764561134,0.0168407679145307,-0.2159530869893465,0.0007443814584899
6.11914,-0.16086,0.00496,-55.16145160744256,0.01681737597156205,55.00059160744256,0.017533560236554144,-54.95312121795243,0.0168016482867133,-0.2083303894901325,0.0007271515787348
6.18988,-0.12844,0.00497,-54.37979076828867,0.01688478718676949,54.251350768288674,0.017601049353447515,-54.17878277922155,0.0168711699996757,-0.2010079890671207,0.0006779831742291
6.26062,-0.10715,0.00498,-53.562283613330926,0.01664536693857567,53.45513361333093,0.017374367341570395,-53.36656791984503,0.0166335174112513,-0.1957156934858941,0.000627964210308
6.33136,-0.08377,0.00515,-52.895439057207945,0.01649245842647289,52.81166905720794,0.017277837970907605,-52.705047644559386,0.0164828356257031,-0.1903914126485621,0.0005633069189964
6.40211,-0.0653,0.00502,-52.221056915405896,0.016203443160987683,52.155756915405895,0.01696325352847615,-52.03797343657772,0.0161951023933367,-0.1830834788281711,0.0005198353015123
6.47285,-0.05633,0.00495,-51.588636716652786,0.015766786526416842,51.53230671665278,0.016525557702225958,-51.41288023542843,0.0157593553008361,-0.1757564812243512,0.0004840225941098
6.54359,-0.047,0.00501,-50.999784063060716,0.015351336534248881,50.95278406306072,0.016148177401421018,-50.833482380726,0.0153443350450378,-0.1663016823347186,0.0004635897037136
6.61433,-0.0437,0.00493,-50.4318688028254,0.014928917924869976,50.3881688028254,0.01572187935354753,-50.27436909261048,0.0149223463873598,-0.1574997102149239,0.0004429093622334
6.68507,-0.0493,0.00489,-49.89541481660374,0.014310318252982568,49.84611481660374,0.01512274143472823,-49.74952521881679,0.0143043507312115,-0.14588959778695,0.0004132295489617
6.75581,-0.05698,0.00477,-49.374566009761615,0.013781875776854422,49.31758600976161,0.014583998077641352,-49.239809897432266,0.0137766402512784,-0.1347561123293485,0.0003798464367379
6.82655,-0.06114,0.00473,-48.86309440882701,0.013320921123187982,48.80195440882701,0.014135764555558917,-48.738746475249705,0.0133163913104196,-0.1243479335773051,0.0003473644166824
6.8973,-0.0754,0.00458,-48.39006882465926,0.01273712006017362,48.31466882465926,0.013535532033402945,-48.27542408172393,0.0127333673555588,-0.1146447429353259,0.0003091653532768
6.96804,-0.0835,0.00454,-47.86963624329206,0.012275688966033456,47.786136243292056,0.013088320732271024,-47.76348478598134,0.0122725513300008,-0.1061514573107149,0.0002775309771739
7.03878,-0.09671,0.00443,-47.420717661682446,0.011806670813571717,47.324007661682444,0.012610407435925543,-47.32257463776063,0.0118040713758909,-0.0981430239218123,0.0002477390823414
7.10952,-0.11135,0.00437,-46.93047171341669,0.011345302098818939,46.81912171341669,0.012157827919224118,-46.83921059770892,0.0113431690671847,-0.0912611157077764,0.0002199891513907
7.18026,-0.12641,0.00425,-46.46609033569457,0.010890760812936901,46.33968033569457,0.011690644596625202,-46.38146025126972,0.0108890319175895,-0.0846300844248418,0.0001940489173358
7.251,-0.1266,0.00425,-46.02057572740274,0.010583221377324127,45.89397572740274,0.011404695292792807,-45.94181024204906,0.010581795197457,-0.0787654853536842,0.0001737386558207
7.32175,-0.14063,0.00418,-45.5722783159744,0.010178856922517625,45.4316483159744,0.01100370520547897,-45.498365216254655,0.0101776913423329,-0.0739130997197473,0.0001540363245695
7.39249,-0.15375,0.00411,-45.14437279476684,0.009788800307605316,44.990622794766836,0.010616624296930449,-45.075246538646766,0.0097878256672386,-0.0691262561200738,0.0001381309882655
7.46323,-0.15456,0.00412,-44.740175380199176,0.009511211297034269,44.58561538019918,0.010365208166594258,-44.6749414527688,0.0095103663893875,-0.0652339274303746,0.0001267733270087
7.53397,-0.15898,0.00398,-44.33189763594059,0.009240911412604328,44.17291763594059,0.01006155274973008,-44.27050264364844,0.0092402049902945,-0.0613949922921513,0.0001142605484739
7.60471,-0.16003,0.00397,-43.92939978517219,0.008963688404023352,43.76936978517219,0.009803499875270193,-43.87157210990928,0.0089630725063677,-0.057827675262906,0.0001050764008621
7.67545,-0.15924,0.00395,-43.532217750933654,0.008715055687832785,43.37297775093366,0.00956842179473849,-43.4774406141362,0.0087145125547007,-0.0547771367974549,9.72963308171228e-05
7.74619,-0.15831,0.0039,-43.139787515641714,0.00850018866306194,42.981477515641714,0.009352176608022686,-43.087929897898114,0.0084997197730464,-0.0518576177436027,8.928094606771715e-05
7.81694,-0.15643,0.00386,-42.761405116752734,0.008278418364839111,42.60497511675273,0.009134101522498283,-42.71198369660373,0.0082779946319268,-0.0494214201490004,8.375856431763943e-05
7.88768,-0.14648,0.00381,-42.37561934729857,0.008095031173988526,42.22913934729857,0.008946822324593578,-42.3288086619442,0.008094649008695,-0.0468106853543644,7.865833636112003e-05
7.95842,-0.14639,0.0038,-41.99392640445991,0.007915960809023338,41.847536404459916,0.008780799253484468,-41.94946766214073,0.0079156233564174,-0.0444587423191886,7.309178704030739e-05
8.02916,-0.13326,0.00384,-41.615397392077625,0.0077790194319836935,41.482137392077625,0.008675179728580838,-41.573067487255344,0.0077787110467525,-0.0423299048222791,6.926596791019303e-05
8.0999,-0.1327,0.0038,-41.241928145242305,0.007559514910162295,41.109228145242305,0.008460866721380621,-41.20175541324605,0.007559238917717,-0.0401727319962589,6.459614414781971e-05
