Adding dependency `cuda/11.6.2-510.47.03` to your environment
Adding dependency `anaconda/2020.11:python3` to your environment
Adding package `openmm/20221108` to your environment

System Time is: 2023-03-26 16:34:24.238143
Creating the simulation system...

System Time is: 2023-03-26 16:34:35.802410
The simulation system has been created. Preparing for simulation...
bubble radius: 0.5 A
#"Step","Total Energy (kJ/mole)"
1000,-38628.022613288995
bubble radius: 1.0 A
2000,-38769.21722368744
bubble radius: 1.5 A
3000,-38986.09786986967
bubble radius: 2.0 A
4000,-39128.90282943932
bubble radius: 2.5 A
5000,-40021.24103730461
bubble radius: 3.0 A
6000,-39683.36259017742
bubble radius: 3.5 A
7000,-40108.83233373727
bubble radius: 4.0 A
8000,-39810.80569441072
bubble radius: 4.5 A
9000,-40134.390031454954
bubble radius: 5.0 A
10000,-39908.01630549893

System Time is: 2023-03-26 16:36:04.775835
Starting equilibration...

11000,-40893.88417860362
12000,-40347.066947411295
13000,-40213.768619946335
14000,-40192.684302843416
15000,-40300.69769734584
16000,-39550.45307229424
17000,-39465.28910341856
18000,-40130.592187888105
19000,-39435.831662912795
20000,-40321.88580474895
21000,-40106.20375124871
22000,-39119.03710979628
23000,-40269.77910439238
24000,-39409.081213518744
25000,-38800.9644417945
26000,-39279.72519507435
27000,-40080.77406761644
28000,-39775.649654835375
29000,-40310.30210111472
30000,-40075.66170830092
31000,-40108.71514628609
32000,-40090.88563830622
33000,-40280.69123289302
34000,-40476.788945634165
35000,-40984.93870057342
36000,-40500.81782771782
37000,-40013.40368930902
38000,-39755.450746551796
39000,-40082.7175963711
40000,-39976.56482573711
41000,-39921.78461407782
42000,-39951.785314801265
43000,-39860.14549140331
44000,-40439.29544912017
45000,-39885.675380708184
46000,-40213.85824419781
47000,-39367.88508808066
48000,-39875.04183654334
49000,-39204.37610122912
50000,-39186.56343184212
51000,-39558.66373840439
52000,-39950.26246662552
53000,-39802.2320531334
54000,-40312.30744639645
55000,-40085.96741039976
56000,-40343.866142504
57000,-40247.32669634184
58000,-40160.07470409355
59000,-40631.771271032034
60000,-40764.2971182803
61000,-39433.790250630474
62000,-39991.500149058316
63000,-39778.2777496661
64000,-39731.36422573231
65000,-39685.21093336718
66000,-39577.26540040107
67000,-40054.436791602806
68000,-40497.85262626149
69000,-39825.73628464804
70000,-39842.1614606205
71000,-39915.43136229971
72000,-39409.115296958684
73000,-39432.54387892237
74000,-39871.140712272114
75000,-39705.407877369085
76000,-39891.53334074883
77000,-39868.22041669114
78000,-39968.84449230073
79000,-39609.434290783785
80000,-39800.45003401835
81000,-40420.31478534622
82000,-40097.875613060765
83000,-39626.551950277724
84000,-39251.15470990182
85000,-39825.35257473485
86000,-39575.331119297014
87000,-39387.16187043888
88000,-39566.30185836967
89000,-39396.40360683846
90000,-39500.109055862966
91000,-39495.037106028314
92000,-39146.12961766483
93000,-39530.79415028035
94000,-39555.42572098014
95000,-40206.80834381562
96000,-39807.753998307264
97000,-39459.92874648978
98000,-39927.4666871891
99000,-39729.66243929777
100000,-39770.30897635552
101000,-39369.44573639386
102000,-39347.29771823867
103000,-39824.712168072045
104000,-40254.68360265484
105000,-40519.90337314488
106000,-39778.686632350684
107000,-40297.2933618376
108000,-40331.35798987299
109000,-39860.18662103668
110000,-40350.2934950561

System Time is: 2023-03-26 16:50:07.451429
Starting production...

111000,-40183.634983307755
112000,-39903.66934029741
113000,-39890.47966555301
114000,-39773.24078000238
115000,-39867.060658074115
116000,-39860.50477618445
117000,-39525.92875985094
118000,-39800.920374175694
119000,-39950.88876687585
120000,-40053.809026531264
121000,-39268.748379038756
122000,-39755.78238131141
123000,-40162.37918671557
124000,-39206.22863799955
125000,-39777.112305206785
126000,-39068.62518504023
127000,-39795.47308608816
128000,-40155.9554401934
129000,-40238.90497720818
130000,-40317.43797536451
131000,-39830.974705015244
132000,-39202.90411220868
133000,-39539.283933130646
134000,-39229.13500415435
135000,-39812.04008898679
136000,-39738.65910073864
137000,-39803.598560339844
138000,-40301.72020977978
139000,-40182.244721730516
140000,-39778.90274843229
141000,-40119.943321345796
142000,-40323.17923585316
143000,-40536.0700827447
144000,-40221.806055732945
145000,-39925.564873106945
146000,-39697.841060991545
147000,-40133.28240638692
148000,-39742.69917444205
149000,-39799.855960693865
150000,-39753.231042099374
151000,-40518.62290549354
152000,-39703.472966662965
153000,-39823.08035832217
154000,-40135.57365229421
155000,-39767.66949508508
156000,-39633.6901220067
157000,-39679.110109640314
158000,-39522.98855635013
159000,-40418.17702300547
160000,-39919.266533633265
161000,-39607.25325976369
162000,-39743.73657530363
163000,-40198.52559244374
164000,-39881.3215411805
165000,-40283.8490440827
166000,-39838.34889451079
167000,-39918.95532509136
168000,-40637.36207007206
169000,-39775.32062783204
170000,-39728.33885594811
171000,-40306.97379225094
172000,-40347.02914215808
173000,-39803.23457324809
174000,-39751.775318297485
175000,-40516.84763141206
176000,-40013.2173138921
177000,-39772.24593788583
178000,-39844.26636409378
179000,-39681.798038138906
180000,-39760.879467942555
181000,-40881.099854831904
182000,-40338.95688310559
183000,-40091.925096049876
184000,-40070.250644660046
185000,-40052.33474644729
186000,-39361.97899439569
187000,-40317.38501079075
188000,-40477.189860662096
189000,-39809.37590464437
190000,-40219.97781523835
191000,-39976.93873407158
192000,-40920.170221495806
193000,-40293.22855980446
194000,-39512.27011108858
195000,-39688.94868794827
196000,-40574.634611979396
197000,-40474.07755651159
198000,-39739.41015944228
199000,-40869.99329788329
200000,-40428.351543862605
201000,-40770.821605872756
202000,-40377.793705253396
203000,-40706.22568654163
204000,-39950.42516952584
205000,-39899.3185649231
206000,-40143.4839802066
207000,-40054.949915046665
