#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Elapsed Time (s)"
1000,1.0000000000000007,-55294.78754970087,16666.764936411873,-38628.022613288995,297.0365369853725,46.3584937409548,0.9679330220141733,0.001508474349975586
2000,1.9999999999998905,-55362.28778588626,16593.070562198824,-38769.21722368744,295.7231494266552,45.9554234457369,0.9764226630550197,8.171144247055054
3000,2.9999999999997806,-55786.07269324458,16799.97482337491,-38986.09786986967,299.4106151983116,45.87203525850388,0.9781976467762904,16.411173820495605
4000,3.9999999999996705,-55716.37973022444,16587.47690078512,-39128.90282943932,295.62345870552645,45.863006029524485,0.9783902283644698,24.6667263507843
5000,5.000000000000004,-56377.1991272449,16355.958089940295,-40021.24103730461,291.4973102848405,45.394581775580264,0.9884861846407863,32.96060061454773
6000,6.000000000000338,-56731.74129942293,17048.37870924551,-39683.36259017742,303.8376908974183,44.73487569372479,1.0030634096296809,41.26826000213623
7000,7.000000000000672,-56938.52379523151,16829.691461494232,-40108.83233373727,299.9402277122871,45.436092178225955,0.9875831039054718,49.58770442008972
8000,8.000000000001005,-56526.09736608784,16715.29167167711,-39810.80569441072,297.90138468973413,44.92135049038345,0.9988995533941812,57.94719839096069
9000,9.000000000000451,-56858.33001745119,16723.939985996236,-40134.390031454954,298.0555157011161,45.25222705038434,0.9915957703638899,66.31988644599915
10000,9.999999999999897,-56778.45565290914,16870.43934741021,-39908.01630549893,300.6664400857222,45.04690901069764,0.9961153368381266,74.70248985290527
11000,10.999999999999343,-57288.1916013583,16394.30742275468,-40893.88417860362,292.18077543589675,45.00259683355877,0.9970961699980432,83.30103611946106
12000,11.999999999998789,-57332.11929793318,16985.05235052189,-40347.066947411295,302.70908301418945,44.85202226325553,1.0004435625964692,91.72112584114075
13000,12.999999999998234,-56910.65528373672,16696.886663790385,-40213.768619946335,297.57336903542335,45.15404722380937,0.9937518273898359,100.13204002380371
14000,13.99999999999768,-56955.019085987675,16762.33478314426,-40192.684302843416,298.73979112148805,45.42637964004257,0.9877942573956232,108.55762314796448
15000,14.999999999997126,-57011.612307872354,16710.91461052652,-40300.69769734584,297.8233763245052,45.1034939720072,0.9948656521057236,116.97220516204834
16000,15.999999999996572,-56544.611584268896,16994.158511974652,-39550.45307229424,302.8713738170824,45.79412135442363,0.9798619476814782,125.3464424610138
17000,16.999999999997794,-56615.81858294207,17150.52947952351,-39465.28910341856,305.6582308264045,45.41691284344283,0.9880001553030701,133.69574975967407
18000,17.999999999999016,-56943.55486343462,16812.96267554651,-40130.592187888105,299.6420858314338,45.5053928593087,0.9860791023481605,141.98074674606323
19000,19.000000000000238,-56227.554998252424,16791.723335339626,-39435.831662912795,299.26355645953845,45.37950001079483,0.9888147055836541,150.2803590297699
20000,20.00000000000146,-56905.25146042829,16583.36565567934,-40321.88580474895,295.5501877370104,44.816713057156235,1.0012317700649058,158.59225344657898
21000,21.000000000002682,-56883.709841191725,16777.506089943017,-40106.20375124871,299.01017547323477,45.29140438087195,0.9907380342054132,166.98851108551025
22000,22.000000000003904,-55995.597778833675,16876.5606690374,-39119.03710979628,300.77553481315437,45.485522706660056,0.9865098667127619,175.40955924987793
23000,23.000000000005127,-56857.10560638613,16587.326501993757,-40269.77910439238,295.6207782851614,45.71870659168048,0.9814782676042052,183.78311729431152
24000,24.00000000000635,-56400.69602453194,16991.614811013194,-39409.081213518744,302.8260397568973,45.55229495172197,0.9850638039261129,192.13547444343567
25000,25.00000000000757,-55901.76742511639,17100.80298332189,-38800.9644417945,304.77200087809126,45.345052122688216,0.9895658918044563,200.50634813308716
26000,26.000000000008793,-56300.275616311024,17020.550421236672,-39279.72519507435,303.34173272365666,45.3080143928413,0.9903748275889422,208.85245013237
27000,27.000000000010015,-56713.49635213116,16632.722284514715,-40080.77406761644,296.42982587689335,45.83511525784664,0.978985581039327,217.19009733200073
28000,28.000000000011237,-56424.71961221776,16649.069957382388,-39775.649654835375,296.72117552722506,45.99843346962194,0.9755096762662929,225.52623343467712
29000,29.00000000001246,-56830.22144599056,16519.919344875838,-40310.30210111472,294.4194420573616,45.99796218456293,0.9755196711250544,233.98944544792175
30000,30.00000000001368,-56655.48158827743,16579.81987997651,-40075.66170830092,295.486994613467,46.11024928364688,0.9731440978919508,242.43784499168396
31000,31.000000000014904,-56650.974841489515,16542.259695203422,-40108.71514628609,294.81759372756653,45.3610699821881,0.9892164572027807,250.92123436927795
32000,32.00000000001612,-56861.8671089357,16770.981470629475,-40090.88563830622,298.89389313929433,45.44179942086316,0.9874590688436954,259.3735828399658
33000,33.00000000001379,-57091.38088632874,16810.689653435722,-40280.69123289302,299.6015758333114,45.62433312702925,0.9835084453239716,267.7813832759857
34000,34.00000000001146,-57064.75756922171,16587.968623587545,-40476.788945634165,295.63222223215837,45.73871597633043,0.9810488988350377,276.19882321357727
35000,35.00000000000913,-57393.44975160187,16408.511051028447,-40984.93870057342,292.43391373665065,45.36938872232769,0.9890350786371659,284.6954047679901
36000,36.0000000000068,-57115.057715789255,16614.23988807143,-40500.81782771782,296.10043099698424,45.29284470093476,0.9907065285696538,293.2132866382599
37000,37.00000000000447,-56767.36700732624,16753.963318017213,-40013.40368930902,298.5905941405312,45.487534920996445,0.986466226860652,301.7671706676483
38000,38.00000000000214,-56567.690926859796,16812.240180308,-39755.450746551796,299.6292094583371,45.59598949097885,0.9841198193886198,310.2691149711609
