r,pmf,pmf_seom,direct,direct_seom,w_solv,w_solv_seom,elect,elect_seom,vdw,vdw_seom
11.58705,-0.01871,0.00295,-28.71609170146111,0.004215878967979702,28.69738170146111,0.005145496620604623,-28.70123845267696,0.0042158405930714,-0.0148532487841493,1.7987953329370756e-05
11.65836,-0.01581,0.00291,-28.540147711126398,0.004155330616968207,28.5243377111264,0.005072955010278859,-28.525870906701293,0.0041552956292084,-0.0142768044251038,1.7051985073672853e-05
11.72966,-0.0138,0.00294,-28.363510930576066,0.004082481950250569,28.349710930576066,0.005030930219563942,-28.34979368999261,0.0040824504366295,-0.0137172405834564,1.604077882443216e-05
11.80097,-0.01249,0.00293,-28.18897301717089,0.004002536142133687,28.17648301717089,0.0049603624433186755,-28.17581306582429,0.0040025073519889,-0.0131599513466021,1.5181118576217703e-05
11.87227,-0.01236,0.0029,-28.018812301947776,0.003941525311298612,28.006452301947775,0.004893426384406699,-28.006148424365005,0.003941499110878,-0.0126638775827716,1.4371449320058357e-05
11.94358,-0.00825,0.00292,-27.844268246779187,0.003868447076370143,27.836018246779187,0.004846780661704912,-27.832084292919205,0.0038684230387584,-0.012183953859982,1.3637297383809494e-05
12.01488,-0.01059,0.00287,-27.675245155265458,0.0037854807179449976,27.664655155265457,0.004750448848891374,-27.66352551189926,0.003785458929818,-0.0117196433661984,1.2843542912170038e-05
12.08619,-0.00612,0.00287,-27.51751056776081,0.0037399308718141146,27.51139056776081,0.004714231955042972,-27.506217443926207,0.003739910811472,-0.0112931238346,1.2249415623984143e-05
12.15749,-0.00882,0.00281,-27.352705431977505,0.003679897955843548,27.343885431977505,0.004630091680023358,-27.341842864571294,0.0036798799527144,-0.010862567406209,1.151082239414878e-05
12.2288,-0.00609,0.00286,-27.186089246972543,0.0036093346967622088,27.179999246972542,0.004605094673646954,-27.175625151432573,0.0036093180659935,-0.01046409553997,1.0956812697396374e-05
12.3001,-0.00686,0.00282,-27.0314783214011,0.0035477696110726184,27.0246183214011,0.004532004988219934,-27.0213990830191,0.0035477544487774,-0.0100792383819982,1.0372291478960771e-05
12.37141,-0.00706,0.0028,-26.87505836030406,0.003485533193977454,26.86799836030406,0.004470899422523243,-26.86536525066455,0.0034855193547887,-0.0096931096395093,9.822103238918448e-06
12.44271,-0.00631,0.00282,-26.721942162112263,0.0034303363529876955,26.715632162112264,0.004440676468132859,-26.712578899095277,0.0034303235513871,-0.0093632630169867,9.371628882832409e-06
12.51402,-0.00491,0.00278,-26.565812060218747,0.003376294090831701,26.560902060218748,0.00437352967153363,-26.55677680086732,0.0033762823101784,-0.009035259351427,8.919067298197677e-06
12.58532,-0.00686,0.00277,-26.424407957644586,0.0033107530625811656,26.417547957644587,0.00431671007150012,-26.41569276045025,0.0033107422030884,-0.0087151971943363,8.479745275308862e-06
12.65663,-0.0064,0.00273,-26.26691752774606,0.003257169731516414,26.26051752774606,0.0042499476067249,-26.258526168278497,0.0032571597802507,-0.0083913594675612,8.051448560430842e-06
12.72793,-0.00551,0.00272,-26.124012123407493,0.003201856522033178,26.11850212340749,0.004201224248678759,-26.11590280335024,0.0032018472765388,-0.0081093200572508,7.694505017787862e-06
12.79924,-0.00643,0.00268,-25.979844273663826,0.00314449617076844,25.973414273663824,0.004131616653076297,-25.97201118835978,0.0031444875821293,-0.0078330853040466,7.349408956541468e-06
12.87054,-0.00488,0.00268,-25.842503025991437,0.003101286146257599,25.837623025991437,0.0040988261442722,-25.83493058383428,0.0031012782088597,-0.0075724421571595,7.016567628043831e-06
12.94185,-0.00209,0.00267,-25.695507546229255,0.0030523072271911545,25.693417546229256,0.004055302628554786,-25.68819858959429,0.0030522998688412,-0.0073089566349662,6.702226148700698e-06
13.01315,-0.00545,0.0026,-25.55527935808897,0.0029883277243324797,25.54982935808897,0.003961073413610777,-25.54822244998013,0.0029883208711716,-0.0070569081088391,6.3999167452227e-06
13.08446,-0.00311,0.00258,-25.41695847515603,0.0029454724200995166,25.41384847515603,0.003915636318348131,-25.41014450469432,0.0029454661236521,-0.0068139704617089,6.090318938614661e-06
13.15576,-0.00269,0.00259,-25.285304261718892,0.0029035061382990343,25.28261426171889,0.003890815839273323,-25.278709535481777,0.0029035002528582,-0.0065947262371157,5.84609207406035e-06
13.22707,-0.00287,0.00255,-25.140265383177418,0.002845965599029463,25.137395383177417,0.003821258979820542,-25.133904010698483,0.0028459601728396,-0.0063613724789337,5.557469740936025e-06
13.29837,-0.00393,0.00256,-25.005668312613608,0.00281304343902245,25.001738312613607,0.0038035264413209028,-24.999531176561284,0.0028130384636516,-0.006137136052324,5.290731886662659e-06
13.36968,-0.00352,0.00259,-24.878742810201537,0.002759671752831901,24.875222810201535,0.0037846912930090213,-24.87280894622464,0.0027596671058566,-0.0059338639768943,5.064408292640192e-06
13.44098,-0.00135,0.00255,-24.742028033539565,0.0027244897208600636,24.740678033539567,0.003731667755718902,-24.736289693604427,0.0027244853936742,-0.0057383399351387,4.855793249853778e-06
13.51229,-0.00393,0.00255,-24.607493251251658,0.002673922754450043,24.603563251251657,0.0036949104044300867,-24.60194155237324,0.0026739187311577,-0.0055516988784179,4.638526673339437e-06
13.58359,-0.00087,0.00252,-24.479992546858206,0.0026297850781472247,24.479122546858207,0.003642275326941362,-24.47462715840907,0.002629781317441,-0.0053653884491351,4.447435675036985e-06
