r,inter_mean,inter_var,inter_seom,vdw_inter_mean,vdw_inter_var,vdw_inter_seom,multipole_inter_mean,multipole_inter_var,multipole_inter_seom,polar_inter_mean,polar_inter_var,polar_inter_seom
5.30761,-72.87155971458466,98.06435306475944,0.034540629005977354,-0.5640399593654191,1.0892549169380599,0.0036403188355037747,-66.7247664278067,66.77462157807851,0.028502330785624024,-4.92384951214171,5.595994657341757,0.008251127609858782
5.37885,-71.6864455466175,92.96529091201482,0.034263637864214526,-0.6147164698751058,0.8843322469931582,0.003341802548375959,-65.7766512533623,63.32560683215929,0.028278914516433988,-4.68199849722808,5.160634195693171,0.008072807430190086
5.4501,-70.4705808002845,89.68490931098458,0.034369483564796854,-0.6609660708876098,0.7001343554782311,0.003036714857454588,-64.79711496911344,61.3793911971738,0.028433125899829766,-4.445933570854681,4.743767442863625,0.0079045111226225
5.52134,-69.24740388269257,86.34786341889986,0.034208181325284456,-0.6850204908590711,0.5807580062343181,0.002805445203728802,-63.823743898142,59.25651190785811,0.028338197931495383,-4.218560134979468,4.448055671033711,0.007764067361539377
5.59258,-68.28225691232143,83.16338472217595,0.033897119095061184,-0.7016332076045207,0.4862660685352522,0.0025919922206759636,-63.04820347619444,57.3981694309397,0.028160848219586632,-4.048225308795491,4.1719496504629445,0.007592175525956298
5.66383,-67.14075603504308,80.8879444401857,0.03380783045436197,-0.7005209439027836,0.42691235830344415,0.002456092764417062,-62.142626412321604,56.21054360656552,0.0281828101357802,-3.8526192313127035,4.003047962086017,0.0075209170539052425
5.73507,-66.26370641650767,79.88172436580571,0.03360045418950911,-0.686048463006148,0.40205355747322225,0.0023837647149592338,-61.446795792523496,55.84176921090531,0.02809318745304758,-3.7123182616069537,3.9424827398012052,0.007464596428590385
5.80631,-65.3425646500908,80.13722734023568,0.03345730650087595,-0.6655886757927085,0.3858810743724518,0.0023216703673795184,-60.704388953764486,56.407018747472115,0.028069869411153553,-3.5856383461377286,3.9114132351586273,0.0073916376560179955
5.87756,-64.58516862032202,80.17737024716563,0.033104201687491897,-0.635891730679861,0.3813527798351105,0.0022830776032916767,-60.10051036193652,56.37358639478909,0.027758439511083817,-3.4778486577731607,3.9816520908300026,0.007377154350775348
5.9488,-63.81877035085586,80.56939071400994,0.03299236383571615,-0.6081385819857064,0.3764641873779065,0.002255226819256639,-59.47391465299451,56.67337161752897,0.027670558087734776,-3.3884512598116707,4.0225418208614885,0.007371887131587237
6.02004,-63.15294358645761,80.6850794313445,0.032482409021411834,-0.5865396176328281,0.3602103479434312,0.0021703496602576765,-58.93585634423506,56.800945177466986,0.027253946341963316,-3.297464960573289,4.041324143615794,0.007269649261821147
6.09129,-62.37057642120747,79.77984190012535,0.031806871394919695,-0.5585022724102513,0.3411138505865361,0.002079811830030807,-58.30692992175909,55.91803302404091,0.02662872118018473,-3.1883927148454836,4.099140741804304,0.007209759569600786
6.16253,-61.590799018604585,78.61335125077821,0.03113247383216489,-0.5425634849400189,0.3164663638324611,0.001975282677042474,-57.66688761419818,55.17117792720835,0.02608084179404387,-3.0829259934162674,4.052543011906938,0.007068533050636123
6.23377,-60.756606978364545,76.8197561205773,0.030378239402904874,-0.523557806662422,0.2905920660944512,0.0018683920671848128,-56.98898023257212,53.95304846756193,0.025458577424220374,-2.964356278606009,3.9859257709911415,0.006919755374256099
6.30501,-59.822968523912984,74.29254570099961,0.02978167368450188,-0.5020383312241828,0.2666185996341986,0.00178411030727559,-56.2462526014183,52.218972472875,0.02496839588589379,-2.8059783959313296,3.872201548930147,0.006799163078881188
6.37626,-58.8466103308163,70.92053737190616,0.028859315913443106,-0.4807517926555729,0.25023485187251787,0.0017142490670958692,-55.46078577384237,49.99258326919867,0.024229966449990373,-2.6520409051941805,3.736859316382779,0.006624504470065728
6.4475,-57.85917307241975,66.67916914361192,0.02780275582588532,-0.45833692746432336,0.2234955357406783,0.0016096341670856044,-54.67063032772632,47.174797176673884,0.023385560129828026,-2.489097256002133,3.602774635467941,0.006462659935854051
6.51874,-56.91435918549003,63.144460172894455,0.0270174596757539,-0.4356312336716529,0.19696538299219346,0.0015089395334537598,-53.9155399787298,45.00433056687765,0.02280888405551902,-2.3321177490578684,3.42446664589435,0.006291777483131186
6.58999,-55.888326210720884,59.71770545359366,0.026265939059658495,-0.40998222851201477,0.1743862736629627,0.0014193762202818214,-53.084861790665435,42.963139985170834,0.022278676297607995,-2.174849686922366,3.240528064250155,0.006118560653951854
6.66123,-54.90480383381069,55.629670276473504,0.025295945571000872,-0.38660026916042656,0.15109442768189857,0.0013183232130152798,-52.28936566939278,40.36194034207896,0.02154684528585417,-2.0171289934090204,3.041994838606984,0.005915301858544478
6.73247,-53.98582190968126,51.89720294794581,0.02437993372226272,-0.3654287047747758,0.1316746935075029,0.001228037709214199,-51.536331210701725,38.066441392443814,0.02088005721174916,-1.8878273395714267,2.8891972656499108,0.00575240085755203
6.80372,-52.99631063725041,47.5449330038161,0.02333111967737474,-0.3451891497984979,0.11014191077209555,0.0011229483070893953,-50.72631898584906,35.484140779736805,0.020155826360547094,-1.7387264162392382,2.64779146090292,0.005505862357336585
6.87496,-52.11680795480589,43.69933542442012,0.022377414408835162,-0.32353281615254154,0.09452655376649861,0.0010407571445397177,-50.00202529678692,33.080224260242936,0.019469585742646674,-1.6141636143832792,2.450374084386874,0.005298936117858808
6.9462,-51.226168320181685,39.73576441746225,0.02134825729156523,-0.3038818174519429,0.08030742295554465,0.0009597309205562905,-49.26905419323761,30.703185428991215,0.018765639110701678,-1.4833831100610175,2.2389238043507227,0.005067471316658054
7.01745,-50.338355701854816,35.854183141690115,0.02026111410866441,-0.2826994916418593,0.07004396282459786,0.0008955271574214762,-48.52871993473781,28.254104743902573,0.017985983125961093,-1.3681754614151593,2.0736846376066893,0.004872644884030178
7.08869,-49.589574666468,32.944112986653984,0.01943171665762492,-0.2635141114982578,0.061891460737513365,0.0008422434190368001,-47.89850659040896,26.482932363300993,0.017422292289064476,-1.2750971655510728,1.919318992946343,0.004690248360437527
7.15993,-48.78051624781911,29.768131695108636,0.018545979695236383,-0.24620502732619273,0.05601628369609912,0.0008045094267345913,-47.198057071880015,24.59344615427187,0.016857131901142634,-1.2020634845806324,1.825480421522529,0.004592641866474779
7.23117,-48.09465832285354,27.332894367058184,0.017677190746185078,-0.22674667085858002,0.04891361582921431,0.0007477997590157547,-46.62093995769979,23.033856614316953,0.01622758027738727,-1.1151140196638847,1.667680174954749,0.004366433192460705
7.30242,-47.42771671629191,25.024663498765833,0.016896269249809335,-0.21195684429081535,0.04410785409277523,0.0007093566803759681,-46.03605476573463,21.529675058871295,0.01567203655661444,-1.0605461195340933,1.5974925384079137,0.004268999634201709
7.37366,-46.80141311805102,22.863959782269895,0.01616364999646312,-0.19498029092820487,0.03882867203155929,0.00066610084227748,-45.496261323460516,20.145590374254088,0.01517238007875016,-0.9974522665204028,1.5175278649775257,0.004164204519729491
7.4449,-46.21143466519357,21.375243015520393,0.015603272465686265,-0.1820156827682039,0.034323404546637126,0.0006252523624281247,-44.97368193560144,19.14447575743769,0.014766647267250656,-0.9527954770664145,1.43815133293128,0.004047272590700374
7.51615,-45.619567815179416,19.959828505421036,0.01504572282021825,-0.16848436918749712,0.03041026608655366,0.0005872793955966955,-44.44909227078892,18.208852440553503,0.01437063445071578,-0.9057293766728667,1.3653026823695658,0.003935039767960351
7.58739,-45.09270716268927,18.777399606583202,0.014528403607303408,-0.15634345162486932,0.02682301924176861,0.0005491032352326467,-43.97912052135205,17.36878181208314,0.013972845329641208,-0.8686105922820112,1.3102875264041307,0.00383781004538383
7.65863,-44.542775269045514,17.704825638278326,0.014066160194774583,-0.1454777209078819,0.023273429426524595,0.0005099879603985887,-43.48209442240425,16.63139080833085,0.013633081046164586,-0.8356248997016192,1.2494117541285448,0.003736650903378822
7.72988,-44.08160029245944,16.917871967417838,0.013716010669072942,-0.1363659868560054,0.021067525565842245,0.0004840182221261556,-43.065623032014855,16.082104147581514,0.01337292418365919,-0.8041941641553706,1.207502712815842,0.0036643673498911
7.80112,-43.609868147334794,16.1690575646345,0.01339154192210564,-0.1274849093853286,0.01850657591228803,0.0004530553550826438,-42.63655358022226,15.508068079307218,0.013114963342442307,-0.7766685122335352,1.1537528484698036,0.003577211553376907
7.87236,-43.16335940475141,15.444774520714255,0.013045558714613095,-0.119789465796897,0.016507959424902265,0.00042649956638052646,-42.22971084824577,14.963743647063282,0.012840798390450874,-0.7518673285437235,1.1262634762293398,0.0035228317177755553
7.94361,-42.709398436385634,14.780143145312397,0.012637753481154182,-0.11187931425731015,0.014750182891164946,0.00039923560138084053,-41.81283684381146,14.46099603749734,0.012500565584445752,-0.7287417464502604,1.0802407647558365,0.0034165740698464298
8.01485,-42.294775820098444,14.39049027695168,0.012422558377539564,-0.10424718984246813,0.012696734485909697,0.00036899397074870036,-41.43599464027196,14.196758841371658,0.012338655924186393,-0.6994745482622171,1.0158335479699,0.0033005364003558077
8.08609,-41.91184721327745,13.793906843947099,0.012067843718379184,-0.09828248677639702,0.011153072816726561,0.0003431494457790066,-41.0832638227562,13.681217729631115,0.012018448594514706,-0.6793868281301141,0.9793463270989796,0.003215541969664284
8.15734,-41.506519794426964,13.323035474205751,0.011743432246033008,-0.09199481719940375,0.009849752565704608,0.00031930529078637255,-40.7135460810699,13.306090840224732,0.01173596204633597,-0.6533155753146738,0.9408850240060868,0.0031207697834246292
8.22858,-41.10516505299665,13.029120290392587,0.011562362240869931,-0.08697257513415894,0.008709718509909932,0.00029894485554436196,-40.33365075775454,13.10015839828505,0.011593839876430995,-0.6471589016919936,0.9243511281678798,0.0030796936131169622
8.29982,-40.75764806915267,12.570200077920957,0.011240389995556016,-0.08167851442356011,0.007689613178867513,0.0002780113529729001,-40.01756167252991,12.717206251046512,0.011305926089029202,-0.619984228565685,0.8808714530941364,0.002975545204527857
8.37106,-40.39016771761548,12.13933387929018,0.010944940541198492,-0.07640937071355966,0.0066401104215831445,0.00025597858212066533,-39.67858961583627,12.344556879456798,0.011037068322118473,-0.599279159635671,0.8428058574431245,0.00288389703834634
8.44231,-40.01873615350177,11.807935811042874,0.010720136203915263,-0.07226542901078363,0.005944638982066929,0.00024053376765543273,-39.32776674095846,12.07488624859488,0.010840637831250576,-0.588739851870596,0.8235302262782208,0.0028310861385430837
8.51355,-39.68405906448935,11.443429487681186,0.010450693701478558,-0.06822336390620073,0.005273660541967747,0.00022434846684137147,-39.01695184630215,11.761019819304906,0.01059472067407652,-0.5714184487053456,0.8005365188846599,0.002764124462303997
8.58479,-39.37004404306985,11.221375943418908,0.010277009595322057,-0.06410100803794962,0.004411210119272029,0.0002037617107623769,-38.725607244508026,11.587429804646261,0.010443288214968772,-0.5537672947687443,0.7556090135047754,0.0026668112018270636
8.65604,-39.01982379442438,10.809862017542766,0.009953180420700767,-0.06032888982569323,0.0038616204058733385,0.00018812070243994533,-38.39850847339577,11.212260115481692,0.010136741780818397,-0.5385770001283016,0.7364141516946803,0.002597842779769909
8.72728,-38.6805989013753,10.513343257745714,0.009718111389012194,-0.05687614376442894,0.0034424950714606046,0.00017585232478229383,-38.079574728038736,10.939084560406506,0.009912927736656052,-0.5233652877713998,0.7176476775597024,0.002539025674071179
8.79852,-38.3812777178669,10.205739061473807,0.00949798363774609,-0.053438157534185994,0.0028455532880893235,0.00015859611643355258,-37.800942568349974,10.670509040625921,0.009711845303086261,-0.50713678036966,0.6892699148128381,0.0024683335623318457
8.86977,-38.06450188191688,9.905529850026422,0.00928348021433275,-0.05046764373216395,0.002519174371603706,0.000148047499063215,-37.503136509013714,10.389138296541246,0.00950739908534986,-0.49403543015243273,0.6688261424970762,0.0024122848019305287
8.94101,-37.769109062188946,9.57243883378766,0.009102370640973195,-0.04755373176959358,0.0021577995370067196,0.00013666231192864054,-37.22669994979876,10.050154788588918,0.00932673400413426,-0.47761574587787264,0.6410986011698349,0.0023556221551485996
9.01225,-37.46427560051103,9.189283340040879,0.008817563942653912,-0.04437716408186744,0.0017977979893887542,0.00012333270068837668,-36.944727983518206,9.667163564886216,0.009043932864244977,-0.45471143741909276,0.6096831100849429,0.00227122352773985
9.0835,-37.15162491458739,8.879414047949634,0.008612346543953953,-0.041889978531988954,0.001570738785311691,0.0001145463688927436,-36.64878608004144,9.3680435007892,0.00884613967242589,-0.44362998254157865,0.5955730675480583,0.002230472473654878
9.15474,-36.846997867458384,8.654224531745212,0.008436485770466478,-0.039299545200342074,0.0013085266260235745,0.0001037382174256499,-36.36102473764721,9.15341793200433,0.00867639159652759,-0.43039619711823146,0.5725441015206861,0.0021699612145114704
9.22598,-36.54984691241233,8.214112663916428,0.008184641695250416,-0.037173267819279036,0.0011534665730806382,9.698885912983906e-05,-36.079223669874416,8.713708879313014,0.008429869805429677,-0.4202070583917794,0.5587756673616606,0.002134706080147567
9.29722,-36.26548782314023,7.925934755374479,0.007996860140736039,-0.034965776988865535,0.0009868558400477044,8.923209959207148e-05,-35.811890718089394,8.41955879249152,0.008242119767657735,-0.40442770050024207,0.5361482050970101,0.0020798723542517503
9.36847,-35.960320070327505,7.6411548132083364,0.007787987576887647,-0.03296015303773551,0.0008494538907316191,8.211370642434623e-05,-35.52108228715214,8.141272054059964,0.008038812229199364,-0.3947520415614929,0.5268392736970664,0.002044960020573635
9.43971,-35.677367706620714,7.3585106691297115,0.007626567198395601,-0.03110391741494873,0.0007515819473288717,7.707655748460955e-05,-35.25337451862274,7.849939211843369,0.00787711681780536,-0.382015127418743,0.5101379274563432,0.0020080658295034194
9.51095,-35.40082221901589,7.111806436260926,0.007447555892507963,-0.02938626256639027,0.0006558024898445922,7.151717283001042e-05,-34.990363151327024,7.5997463064197515,0.007698805621788891,-0.3700963694928208,0.49675789841815887,0.0019683222320603304
9.5822,-35.11869709640312,6.831173219149856,0.007262132067699018,-0.027664194118691515,0.0005656024103352651,6.608031726377466e-05,-34.722633223448035,7.313761023168367,0.007514271394384018,-0.35833207621459284,0.4798404599347554,0.0019247083304527557
9.65344,-34.82807937386451,6.53596884899447,0.007078337732316539,-0.02604781795463426,0.000494706853249271,6.158149912624547e-05,-34.44565530735679,7.012376326720492,0.00733177115820112,-0.3475825903979273,0.46599353030687435,0.00189001929236687
9.72468,-34.57400862588901,6.313551132775284,0.006907786004535148,-0.024601323397147587,0.0004225678512452913,5.651324569509722e-05,-34.20439517953911,6.784215063496568,0.007160639790934306,-0.3354138847110218,0.4499987536386051,0.0018441985640965414
9.79593,-34.28746229029741,6.031518801151242,0.0067270450175735885,-0.023061919660274252,0.00036850453631174563,5.258143209278762e-05,-33.93167444854596,6.493652092396784,0.006980001235483945,-0.32308861903904446,0.43748689388972833,0.0018117301619334587
9.86717,-34.0356128582723,5.833590222529058,0.006565377264459787,-0.021811363485225724,0.0003232544779961622,4.887243776614653e-05,-33.69265796567088,6.286745671471375,0.006815609083844308,-0.31098265588863355,0.42316764862430445,0.001768267465924269
9.93841,-33.75940008744508,5.593104051398034,0.00638415613857824,-0.020592688134432182,0.0002846565243483445,4.55446765201276e-05,-33.42648121169723,6.04500547659424,0.006637054747090619,-0.3042374345072834,0.41282224745945023,0.0017344372717974944
10.00966,-33.50529337862371,5.419337937770251,0.006248357479847831,-0.01940028960866804,0.00024510601762417646,4.2021324633977506e-05,-33.183825267275665,5.860219825829036,0.006497551123964433,-0.29398098596622674,0.39823464193120955,0.0016938005503559098
10.0809,-33.24957452302948,5.212587912686488,0.006099622796689687,-0.018326629693868033,0.00021602705255652438,3.9267237817299235e-05,-32.93880342961963,5.654634940009957,0.006352995807811207,-0.28469669457470576,0.3874085118784715,0.0016628798157809865
10.15214,-33.01175385615098,5.072131222390082,0.005985436395750086,-0.017310628694933522,0.00019046012492010246,3.667774376670418e-05,-32.711821942519734,5.5075636584815575,0.006237066040365442,-0.2731977037555005,0.37478080126871577,0.001627006348131729
10.22339,-32.77055560584716,4.904564588768959,0.0058485317825836165,-0.01644984308091441,0.00017083379322435443,3.451703773372248e-05,-32.478334114209204,5.331977698278754,0.006098047281482439,-0.2685123073382339,0.36597487842446047,0.0015976154905903818
10.29463,-32.51952806870088,4.732160882404561,0.0057097847260103975,-0.015533409346129155,0.00015186634409039538,3.2346012720753546e-05,-32.23713654470172,5.156951520516741,0.005960552372369177,-0.25997396917692606,0.3577152313223861,0.0015698519622929425
10.36587,-32.294773590026466,4.57391827460115,0.005563895771864273,-0.014673040453194853,0.00013330376407468818,3.0036961084170274e-05,-32.02303029015032,4.988457337329925,0.00581055901841548,-0.24816632374738581,0.3443804048056025,0.001526701040679237
10.43711,-32.06272904034998,4.438627905676018,0.005448982254047889,-0.013916071094105325,0.00011617044048938526,2.7876538282671914e-05,-31.798349511679554,4.848973089965816,0.005695290890925357,-0.24254359029245715,0.33329649351764834,0.0014931601686368945
10.50836,-31.83987966781516,4.291209874904926,0.005311878277325698,-0.013114386786249654,0.00010212737545757625,2.5913693775973195e-05,-31.585812844875196,4.693348851734017,0.005555199432390718,-0.23077373030693563,0.3219137526544558,0.0014548827751831338
10.5796,-31.632039414260298,4.176651728580928,0.005217169304950474,-0.012507639771386818,9.042697857160379e-05,2.427559084244222e-05,-31.384071459852585,4.573560829064063,0.0054594391374580475,-0.22644949656884783,0.31429700738878097,0.0014311690043284171
10.65084,-31.40231536496187,4.071121048784828,0.005105783248142817,-0.011828473365051466,8.109349096690041e-05,2.278758830225162e-05,-31.163128297271513,4.465516382249933,0.005347381998860824,-0.21768392618158766,0.30482040147170963,0.0013970996428359012
10.72209,-31.19672916530154,3.9519288332571416,0.004989927121067248,-0.011314007409460876,7.362686890798189e-05,2.1538120929332448e-05,-30.962460182968318,4.341379046564313,0.005230021786987428,-0.2149807372917664,0.29928442461466725,0.0013731933862173888
10.79333,-30.98449774571125,3.8464178856995583,0.0048975497330849506,-0.010697998266411358,6.362680716791545e-05,1.9919144741583286e-05,-30.758061738826772,4.232000452691343,0.005137164524852233,-0.2068941893602559,0.2890338326488269,0.0013425329794034466
10.86457,-30.77852128531577,3.7276996577246355,0.004785918462710779,-0.010136062330256917,5.599295517641426e-05,1.854861696413531e-05,-30.559824230395837,4.103589740009814,0.005021422983467294,-0.19877270593440083,0.278457408480759,0.001308049643820476
10.93582,-30.575658992223236,3.6374432092730338,0.004688223380053745,-0.009623793755627079,4.9169655435477834e-05,1.723688436226686e-05,-30.363468616195256,4.006140376172133,0.004920092492525266,-0.19269823799193922,0.26879045241272126,0.0012744332824373562
11.00706,-30.3785851677152,3.5294271125792758,0.004587668744434066,-0.009179416798354104,4.37698610741089e-05,1.6155764992825546e-05,-30.17172421539104,3.8912282213918368,0.00481707374013958,-0.18891013029607323,0.26146084674067543,0.0012486573408420334
11.0783,-30.190444221864425,3.4730950193071126,0.0045176145860623945,-0.008725959594772424,3.8726908466548524e-05,1.5085414886747747e-05,-29.990365302392817,3.83459784624924,0.004746907361923852,-0.18065899598063184,0.2541690097380255,0.0012221151919389805
11.14955,-29.98480892443599,3.3654616073575916,0.004419682018523844,-0.008279960067560066,3.3423003761822554e-05,1.3928086107707527e-05,-29.790526517345654,3.718887047628334,0.004645957130086108,-0.1762749743167084,0.24626003349356804,0.0011955442946014585
