   0.025     0.00000     0.00000    -0.00000
   0.129     0.00006     0.00002     0.00109
   0.297     0.00099     0.00028     0.00645
   0.500     0.01520     0.00539     0.04621
   0.703     0.06435     0.00512     0.10628
   0.871     0.12651     0.03389     0.15858
   0.975     0.22478     0.00806     0.25761
   1.025     0.30110     0.03311     0.30902
   1.129     0.54582     0.08027     0.51368
   1.297     0.80487     0.10378     0.70442
   1.500     0.88244     0.11001     0.81577
   1.703     1.49172     0.14180     1.14011
   1.871     2.24979     0.16393     1.78644
   1.975     2.87749     0.25741     1.99457
   2.025     2.96131     0.24597     1.77743
   2.129     3.12962     0.11957     2.21418
   2.297     3.71227     0.13524     2.40923
   2.500     4.26706     0.39329     2.49284
   2.703     5.15172     0.27379     2.69270
   2.871     5.50821     0.27243     3.47285
   2.975     5.38752     0.33660     3.07128
   3.025     5.84575     0.22576     3.39163
   3.129     6.01754     0.28532     2.74125
   3.297     6.77359     0.51956     4.14090
   3.500     7.60182     0.67435     4.32943
   3.703     8.15682     0.38057     4.60767
   3.871     8.64555     0.32189     4.08939
   3.975     8.62458     0.26099     4.19733
   4.025     8.41253     0.54157     3.01245
   4.129     9.90229     0.32616     0.00000
   4.297    10.00344     0.45095     0.00000
   4.500    10.08866     0.87990     5.56046
   4.703    10.29850     0.33224     4.73977
   4.871    11.46389     0.32871     0.00000
   4.975    11.48147     0.43392     0.00000
