#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Elapsed Time (s)"
1000,1.0000000000000007,-56934.891501266786,16511.544416692603,-40423.34708457418,294.27018335751546,44.74755990916522,1.0027790796591978,0.0007829666137695312
2000,1.9999999999998905,-56935.33881088492,16299.96642271889,-40635.372388166026,290.4994219126857,44.81271930656189,1.0013210007574114,8.324989080429077
3000,2.9999999999997806,-57195.441272056414,16598.388836360235,-40597.05243569618,295.8179321721773,44.52309539904393,1.0078346202243402,16.707709074020386
4000,3.9999999999996705,-56763.30707891595,16748.356701368004,-40014.95037754794,298.49067253006626,44.90121257107655,0.9993475537364906,25.128443241119385
5000,5.000000000000004,-56335.362774178386,16889.705703986798,-39445.65707019159,301.00980677143883,45.05281898870326,0.9959846675511891,33.57245087623596
6000,6.000000000000338,-55590.899132067556,16781.151528924842,-38809.747603142714,299.0751448044207,45.23168199226419,0.9920461713181877,42.04810619354248
7000,7.000000000000672,-56166.14619234691,16664.280437389676,-39501.86575495724,296.99225802730757,44.90715086266973,0.999215405135143,50.55064654350281
8000,8.000000000001005,-55976.44627148289,17055.088761860785,-38921.3575096221,303.95727803982027,45.05582892906041,0.9959181311114603,59.14223647117615
9000,9.000000000000451,-56286.41123999574,16804.414871443896,-39481.996368551845,299.4897461218887,44.95433312001244,0.998166668892965,67.71534013748169
10000,9.999999999999897,-56136.2159925584,16721.35631386106,-39414.859678697336,298.00946927119,45.102814769457474,0.9948806337713025,76.30871772766113
11000,10.999999999999343,-56752.44038229096,16626.758968326292,-40125.68141396467,296.323547136159,45.08168033608439,0.9953470369379961,84.91268372535706
12000,11.999999999998789,-56699.88581811567,16938.09181586032,-39761.79400225535,301.8721482734599,44.646509124046844,1.0050487221304223,93.52711820602417
13000,12.999999999998234,-56006.49171449967,16454.625705840863,-39551.866008658806,293.25577313300124,45.317022385431684,0.990177963615119,102.1453595161438
14000,13.99999999999768,-56454.55346650319,16863.211976626506,-39591.34148987668,300.53763325384494,45.29010948823137,0.9907663604648045,110.76782202720642
15000,14.999999999997126,-56967.56268364976,16753.821426695802,-40213.74125695396,298.588065341037,45.40947898416752,0.9881618980555265,119.37769913673401
16000,15.999999999996572,-56686.87126946845,17123.339533740782,-39563.531735727665,305.17364924341973,45.219455096936656,0.9923144108330335,128.019389629364
17000,16.999999999997794,-56886.362308831536,16236.99716719993,-40649.365141631606,289.377178353887,45.109142229320085,0.9947410818541707,136.67324423789978
18000,17.999999999999016,-57126.41812868346,16687.675487314267,-40438.74264136919,297.4092066456335,45.2194517365285,0.9923144845752245,145.27316999435425
19000,19.000000000000238,-56787.80274256832,16558.815327831107,-40228.98741473721,295.11264965486214,44.73413679810994,1.0030799777185686,153.88140416145325
20000,20.00000000000146,-57207.29489408772,16636.50256131835,-40570.79233276937,296.497198299489,44.88617849918115,0.9996822728744017,162.50063681602478
21000,21.000000000002682,-57175.26640958698,16859.924937805597,-40315.34147178138,300.47905136155674,44.78788846794982,1.001876142806282,171.14847779273987
22000,22.000000000003904,-56917.30308919926,16515.8926731455,-40401.41041605376,294.3476783629122,44.85932055193123,1.000280797627367,179.79349303245544
23000,23.000000000005127,-56757.25221876714,16684.498527377556,-40072.75369138959,297.35258658881133,45.10802836460218,0.99476564526416,188.414235830307
24000,24.00000000000635,-56777.21022236028,16456.12140573927,-40321.088816621006,293.28242962692116,44.81388346681512,1.0012949887714009,197.07704257965088
25000,25.00000000000757,-56258.27364037101,16609.16537942517,-39649.10826094584,296.0099926617141,44.947344263485085,0.998321873694352,205.7164011001587
26000,26.000000000008793,-56451.02880792338,16595.252038111397,-39855.776769811986,295.7620278804559,45.290620589237726,0.9907551797462076,214.31731510162354
27000,27.000000000010015,-57089.7217112511,16772.51301804187,-40317.20869320923,298.9211885107322,44.90196020784061,0.9993309141740354,222.93699312210083
28000,28.000000000011237,-56433.51426543055,16753.766726112233,-39679.74753931832,298.5870904624702,44.45379679759859,1.0094057240377612,231.54640412330627
29000,29.00000000001246,-56277.650703278545,16774.988981898925,-39502.66172137962,298.9653153543402,44.6386850395416,1.0052248829229473,240.1912386417389
30000,30.00000000001368,-55884.80968865965,16566.74762850799,-39318.06206015166,295.25401980872084,44.01393177798409,1.0194934905850104,248.80711245536804
31000,31.000000000014904,-56464.63555675007,16744.61983311455,-39720.01572363552,298.4240737384345,44.45737196437648,1.0093245497881254,257.43473529815674
32000,32.00000000001612,-56706.90808271493,16609.132387331323,-40097.77569538361,296.0094046737427,43.75558847966161,1.0255128202324324,266.0463571548462
33000,33.00000000001379,-56168.60856987707,16884.843254660907,-39283.765315216166,300.92314777585455,44.3577798697174,1.0115906854333145,274.6956648826599
34000,34.00000000001146,-56843.89125277083,16750.07148181099,-40093.819770959846,298.52123349654164,44.275454392962324,1.0134716302276956,283.31045293807983
35000,35.00000000000913,-56380.34319221994,16680.363033503378,-39699.98015871656,297.27888345663195,44.51769807758496,1.007956809997346,291.94181656837463
36000,36.0000000000068,-56824.905245825954,16522.475997707883,-40302.429248118075,294.46500694691287,44.438347569754974,1.0097566493054668,300.5713949203491
37000,37.00000000000447,-56861.36808039513,16739.509938897907,-40121.85814149722,298.3330047584456,44.38725239940242,1.0109190030269055,309.19001841545105
38000,38.00000000000214,-56626.66247340233,16689.703221089978,-39936.95925231235,297.44534509367446,44.52303973056165,1.007835880349975,317.8190426826477
