   0.025     0.00000     0.00000    -0.00000
   0.129     0.00002     0.00001     0.00059
   0.297     0.00027     0.00007     0.00272
   0.500     0.00419     0.00096     0.01282
   0.703     0.02377     0.00843     0.05334
   0.871     0.10434     0.02424     0.15058
   0.975     0.11917     0.03394     0.13161
   1.025     0.10032     0.02068     0.12670
   1.129     0.15986     0.02622     0.17652
   1.297     0.27455     0.02099     0.28427
   1.500     0.65789     0.05174     0.55592
   1.703     0.85353     0.07890     0.73898
   1.871     1.07147     0.10300     0.83487
   1.975     1.46526     0.07333     1.18183
   2.025     1.70196     0.11571     1.19282
   2.129     2.05465     0.14561     1.44387
   2.297     2.58200     0.17164     1.66554
   2.500     3.06842     0.33807     1.72883
   2.703     3.77840     0.20078     2.32587
   2.871     3.85914     0.14095     2.54860
   2.975     4.89171     0.16994     3.16697
   3.025     4.10667     0.33484     2.32336
   3.129     4.64281     0.28092     2.90987
   3.297     4.93904     0.29456     3.16697
   3.500     5.53248     0.21183     3.39163
   3.703     5.84886     0.25268     4.04201
   3.871     6.64315     0.22205     5.15011
   3.975     7.15511     0.45126     5.15011
   4.025     7.44164     0.29988     4.19733
   4.129     7.23911     0.36983     3.65488
   4.297     8.84259     0.55042     0.00000
   4.500    10.67164     0.74310     0.00000
   4.703     9.88493     0.73006     0.00000
   4.871     8.67791     0.41818     5.15011
   4.975    10.89396     0.44296     0.00000
