Adding dependency `cuda/11.6.2-510.47.03` to your environment
Adding dependency `anaconda/2020.11:python3` to your environment
Adding package `openmm/20221108` to your environment

System Time is: 2023-03-23 19:35:39.144498
Creating the simulation system...
4.0*epsilon0*(frac^6)*((frac^6) - 1.0) + epsilon0;	                frac = sigma0/(r- bubble0 + sigma0*(2^(1/6)));	                r = min(bubble0,abs(periodicdistance(x, y, z, x0, y0, z0)));
4.0*epsilon1*(frac^6)*((frac^6) - 1.0) + epsilon1;	                frac = sigma1/(r- bubble1 + sigma1*(2^(1/6)));	                r = min(bubble1,abs(periodicdistance(x, y, z, x1, y1, z1)));

System Time is: 2023-03-23 19:35:47.395239
The simulation system has been created. Preparing for simulation...
bubble radius: 0.0254 A

System Time is: 2023-03-23 19:35:48.174853
Starting equilibration...

#"Step","Total Energy (kJ/mole)","Time Remaining"
133000,-39872.77477193242,1:9:13:46
134000,-40141.45958160215,1:9:14:43
135000,-39770.73848187141,1:9:15:37
136000,-39464.46897702979,1:9:16:30
137000,-39973.065343841954,1:9:17:22
138000,-39865.943817644285,1:9:18:11
139000,-39511.66795974861,1:9:19:04
140000,-39541.0993308677,1:9:19:54
141000,-39758.14281995637,1:9:20:38
142000,-39918.4142655828,1:9:21:23
143000,-39707.37897386291,1:9:22:12
144000,-40233.381352846496,1:9:23:01
145000,-40307.10518888852,1:9:23:46
146000,-39580.20260256436,1:9:24:32
147000,-39528.586453714735,1:9:25:14
148000,-39406.80914533431,1:9:25:55
149000,-39559.50987634399,1:9:26:33
150000,-39486.13314098014,1:9:27:12
151000,-39659.81884366716,1:9:27:52
152000,-39982.490984923985,1:9:28:29
153000,-40065.39474364876,1:9:29:06
154000,-39802.760129929244,1:9:29:43
155000,-40145.47355268769,1:9:30:24
156000,-40074.960506159085,1:9:31:03
157000,-39410.35348138075,1:9:31:42
158000,-39753.71334737356,1:9:32:20
159000,-39265.4903321759,1:9:32:58
160000,-39562.625418307405,1:9:33:36
161000,-40054.23956027589,1:9:34:11
162000,-39538.31769482033,1:9:34:48
163000,-39798.64356617296,1:9:35:24
164000,-40628.01361885263,1:9:35:54
165000,-39571.702436486,1:9:36:24
166000,-39756.43058044673,1:9:36:53
167000,-40174.948213048134,1:9:37:24
168000,-40516.610757997914,1:9:37:53
169000,-40120.44025158831,1:9:38:18
170000,-40106.44569994185,1:9:38:44
171000,-40518.066807753945,1:9:39:07
172000,-40228.23332674059,1:9:39:30
173000,-40793.900824513104,1:9:39:53
174000,-40146.070178485556,1:9:40:15
175000,-39620.77846640666,1:9:40:39
176000,-40128.356767510304,1:9:41:01
177000,-39836.502688755696,1:9:41:22
178000,-40161.532303764754,1:9:41:44
179000,-39654.37407297475,1:9:42:07
180000,-39403.038514298474,1:9:42:27
181000,-38748.11171658011,1:9:42:46
182000,-39507.46194967792,1:9:43:04
183000,-39526.20614485974,1:9:43:21
184000,-38858.68481800427,1:9:43:39
185000,-39440.00268481404,1:9:43:55
186000,-39253.69174754221,1:9:44:11
187000,-40511.110257601526,1:9:44:26
188000,-39699.35599016369,1:9:44:43
189000,-40018.71537802573,1:9:45:00
190000,-39548.35500685226,1:9:45:15
191000,-40018.03478958766,1:9:45:34
192000,-39488.931223060594,1:9:45:52
193000,-40367.22077658733,1:9:46:13
194000,-39605.50856536679,1:9:46:30
195000,-40414.51738763442,1:9:46:44
196000,-40212.813691344374,1:9:47:00
197000,-39638.69362787468,1:9:47:15
198000,-39866.306224232285,1:9:47:31
199000,-39448.59826985086,1:9:47:46
200000,-40014.79934493179,1:9:48:02
201000,-39453.44052159919,1:9:48:18
202000,-39391.15946932395,1:9:48:32
203000,-39975.05137766045,1:9:48:45
204000,-39918.27141146941,1:9:49:00
205000,-39458.36608857887,1:9:49:12
206000,-39664.74991510906,1:9:49:27
207000,-39598.66424953446,1:9:49:40
208000,-39100.73010710628,1:9:49:50
209000,-40054.72841803785,1:9:50:00
210000,-40492.8845147882,1:9:50:09
211000,-39607.46330226559,1:9:50:22
212000,-39910.142595695725,1:9:50:35
213000,-39633.39211164774,1:9:50:48
214000,-39682.96788274926,1:9:51:00
215000,-39708.117269936876,1:9:51:17
216000,-39373.40424800513,1:9:51:32
217000,-39885.96750034843,1:9:51:45
218000,-39628.1434369578,1:9:52:00
219000,-39362.885113003504,1:9:52:14
220000,-39388.9480937425,1:9:52:28
221000,-39863.37562627048,1:9:52:41
222000,-39228.20301487585,1:9:52:57
223000,-40125.67935820564,1:9:53:13
224000,-39023.551633381256,1:9:53:26
225000,-39235.758570414524,1:9:53:42
226000,-39190.1730810858,1:9:53:59
227000,-39422.575635519475,1:9:54:15
228000,-39208.936909267984,1:9:54:33
229000,-39428.72664874504,1:9:54:49
230000,-39302.73075685144,1:9:55:05
231000,-39408.11550766737,1:9:55:19
232000,-40395.661118375625,1:9:55:34
233000,-39698.913754355,1:9:55:49
234000,-39864.89045557489,1:9:56:06
235000,-39311.447520022906,1:9:56:19
236000,-40541.24856307471,1:9:56:29
237000,-40376.23978143212,1:9:56:41
238000,-40627.74614867488,1:9:56:55
239000,-40368.718468809355,1:9:57:07
240000,-39802.26614929224,1:9:57:18
241000,-40100.25509047274,1:9:57:33
242000,-39866.6828212343,1:9:57:48
243000,-39618.43807413418,1:9:58:02
244000,-39668.42650872038,1:9:58:16
245000,-39677.38888828096,1:9:58:30
246000,-39358.7133837191,1:9:58:42
247000,-39796.39701280837,1:9:58:52
248000,-40187.10734785147,1:9:59:05
249000,-40151.989751229026,1:9:59:18
250000,-39613.24905078179,1:9:59:28
251000,-40018.0067415427,1:9:59:42
252000,-40170.47952336124,1:9:59:55
253000,-39839.492418520924,1:10:00:08
254000,-39857.372074757244,1:10:00:19
255000,-40304.80242979163,1:10:00:30
256000,-39130.7760985695,1:10:00:40
257000,-40233.66113328785,1:10:00:50
258000,-39996.28107345334,1:10:01:02
259000,-40144.0148739251,1:10:01:12
260000,-40445.511301767954,1:10:01:22
261000,-40055.31071649291,1:10:01:34
262000,-40335.16456232417,1:10:01:43
263000,-40428.96644483856,1:10:01:52
264000,-40115.920704856835,1:10:02:00
265000,-39976.4022753357,1:10:02:07
266000,-40135.186653938545,1:10:02:12
267000,-39500.57522267969,1:10:02:15
268000,-39835.298188612185,1:10:02:18
269000,-40734.07268792279,1:10:02:24
270000,-40281.21512943018,1:10:02:27
271000,-40216.89611016631,1:10:02:31
272000,-40085.9700552372,1:10:02:37
273000,-40024.095112364725,1:10:02:40
274000,-40479.88858972257,1:10:02:41
275000,-40026.1329515066,1:10:02:43
276000,-39939.866041119516,1:10:02:46
277000,-39760.37558982989,1:10:02:48
278000,-39267.50739924854,1:10:02:49
279000,-40146.64520165367,1:10:02:52
280000,-40114.19680600338,1:10:02:55
281000,-40441.9146140063,1:10:03:00
282000,-39711.06810452083,1:10:02:59
283000,-40308.30985959327,1:10:03:01
284000,-39833.99533065089,1:10:03:03
285000,-39736.38257184772,1:10:03:07
286000,-40289.051692609515,1:10:03:11
287000,-40130.4439951462,1:10:03:15
288000,-40279.024158471315,1:10:03:21
289000,-40121.778899987956,1:10:03:27
290000,-40552.70060783408,1:10:03:30
291000,-39455.918298762,1:10:03:33
292000,-39788.52947848642,1:10:03:40
293000,-39712.86551237961,1:10:03:48
294000,-39942.82992906614,1:10:03:54
295000,-40037.09777812999,1:10:03:53
296000,-39734.29811529815,1:10:03:54
297000,-39691.96057370843,1:10:03:50
298000,-39929.08049868488,1:10:03:49
299000,-40410.71041915787,1:10:03:49
300000,-39950.60431126832,1:10:03:51
301000,-40197.083630257854,1:10:03:54
302000,-39675.7439080475,1:10:03:59
303000,-39486.07008643022,1:10:04:01
304000,-39397.36381602518,1:10:04:02
305000,-39949.81538843307,1:10:04:02
306000,-40049.82337251556,1:10:04:01
307000,-38686.33398378996,1:10:04:02
308000,-39500.63142083456,1:10:04:02
309000,-40121.974170785164,1:10:04:02
310000,-39765.134507328905,1:10:04:02
311000,-39989.81504014871,1:10:04:02
312000,-39363.0906094397,1:10:04:02
313000,-38683.04903420588,1:10:04:03
314000,-38876.0182025757,1:10:04:02
315000,-39873.07933913425,1:10:04:01
316000,-40201.28230646639,1:10:04:02
317000,-40068.61021239686,1:10:04:03
318000,-40080.15440971237,1:10:04:03
319000,-40041.2126320168,1:10:04:01
320000,-40349.245736023455,1:10:04:02
321000,-40280.561206163205,1:10:04:01
322000,-39879.63116574557,1:10:04:01
323000,-39875.800639481546,1:10:04:01
324000,-40320.69018312194,1:10:04:00
325000,-39829.39382602504,1:10:03:59
326000,-39616.83283394028,1:10:03:58
327000,-39652.725611174894,1:10:03:58
328000,-40062.620712097734,1:10:03:58
329000,-39236.674850892276,1:10:03:58
330000,-39732.18927760747,1:10:03:57
331000,-40045.489683657244,1:10:03:57
332000,-39731.14915259572,1:10:03:56
333000,-39377.16463857573,1:10:03:55
334000,-39680.23580408089,1:10:03:54
335000,-39668.14216981915,1:10:03:53
336000,-40054.51703472587,1:10:03:52
337000,-39473.81031856747,1:10:03:50
338000,-40732.54974884201,1:10:03:48
339000,-39832.50012203638,1:10:03:46
340000,-40504.94653659943,1:10:03:42
341000,-39488.79411618531,1:10:03:40
342000,-39490.8702437371,1:10:03:38
343000,-39833.72127158474,1:10:03:36
344000,-39617.85723817468,1:10:03:32
345000,-39663.48704981778,1:10:03:28
346000,-39419.6209721996,1:10:03:23
347000,-39669.04087582882,1:10:03:21
348000,-40168.66157464447,1:10:03:18
349000,-40174.05794827384,1:10:03:14
350000,-40008.515023758,1:10:03:10
351000,-40094.07596735521,1:10:03:07
352000,-40060.192129623116,1:10:03:04
353000,-40212.95902472224,1:10:03:01
354000,-39208.44278284269,1:10:02:58
355000,-39726.319553820176,1:10:02:55
356000,-40250.75145890567,1:10:02:51
357000,-39528.40758869304,1:10:02:48
358000,-40209.86609152682,1:10:02:43
359000,-39642.17688607301,1:10:02:38
360000,-39401.340424921334,1:10:02:35
361000,-39935.17536984092,1:10:02:31
362000,-39980.89044071619,1:10:02:26
363000,-39514.36353206278,1:10:02:24
364000,-39546.118364717084,1:10:02:20
365000,-39524.47378617765,1:10:02:18
366000,-39750.510629610966,1:10:02:13
367000,-39955.8065122547,1:10:02:06
368000,-39858.612024129325,1:10:02:01
369000,-39956.65274956869,1:10:01:56
370000,-40319.833835942925,1:10:01:51
371000,-39762.199062367,1:10:01:47
372000,-40034.54880813538,1:10:01:42
373000,-40429.97316598054,1:10:01:35
374000,-40207.72665717274,1:10:01:31
375000,-40746.27023450825,1:10:01:25
376000,-39877.89224286518,1:10:01:19
377000,-40133.98376065632,1:10:01:10
378000,-40179.05417095317,1:10:01:02
379000,-40197.9434364162,1:10:00:57
380000,-40081.689634983006,1:10:00:51
381000,-40486.143634684646,1:10:00:45
382000,-39693.99785244025,1:10:00:37
383000,-39473.367036053205,1:10:00:31
384000,-40460.951398125355,1:10:00:27
385000,-39853.860934178374,1:10:00:22
386000,-40017.778041429854,1:10:00:16
387000,-39636.6490817291,1:10:00:10
388000,-39261.79644323142,1:10:00:05
389000,-39751.45766576371,1:10:00:00
390000,-40595.24584077968,1:9:59:54
391000,-40387.56795760877,1:9:59:48
392000,-40197.05184798622,1:9:59:44
393000,-40359.54514927793,1:9:59:40
394000,-39240.90549582414,1:9:59:35
395000,-39650.133766613086,1:9:59:32
396000,-39764.693121288365,1:9:59:28
397000,-39572.80829029532,1:9:59:24
398000,-39612.18083177788,1:9:59:18
399000,-40297.66843863715,1:9:59:13
400000,-40501.91383390638,1:9:59:09
bubble radius: 0.1292 A

System Time is: 2023-03-23 20:35:46.297088
Starting equilibration...

401000,-39717.28525370198,1:9:58:39
402000,-39600.095556781904,1:9:58:10
403000,-39820.93335828265,1:9:57:40
404000,-39910.9924055314,1:9:57:10
405000,-39804.28482629759,1:9:56:41
406000,-39496.368471339054,1:9:56:11
407000,-39904.141000798154,1:9:55:42
408000,-39607.25728526407,1:9:55:13
409000,-40345.37473393169,1:9:54:44
410000,-39353.45015956087,1:9:54:16
411000,-39280.83425741714,1:9:53:47
412000,-39769.577584113504,1:9:53:19
413000,-39930.27608766113,1:9:52:51
414000,-40397.40691142397,1:9:52:23
415000,-40129.23694422294,1:9:51:55
416000,-40121.239187652325,1:9:51:27
417000,-39571.95000730155,1:9:50:59
418000,-40583.595801243515,1:9:50:32
419000,-39639.71588632209,1:9:50:05
420000,-39652.798723167994,1:9:49:38
421000,-40132.81740432573,1:9:49:12
422000,-39387.172558898026,1:9:48:46
423000,-39979.17342501073,1:9:48:19
424000,-39811.69885837018,1:9:47:52
425000,-40238.9711607063,1:9:47:26
426000,-40042.63612256461,1:9:47:00
427000,-40075.79153616595,1:9:46:34
428000,-40528.26983073905,1:9:46:08
429000,-40670.35471702021,1:9:45:42
430000,-40019.22230680344,1:9:45:16
431000,-40266.73135891104,1:9:44:50
432000,-39811.217224523454,1:9:44:25
433000,-40219.952637199705,1:9:43:59
434000,-40238.86150296442,1:9:43:34
435000,-39977.94907425906,1:9:43:10
436000,-39734.77140205688,1:9:42:44
437000,-39914.23829799669,1:9:42:19
438000,-39488.661531872815,1:9:41:55
439000,-40197.2078787247,1:9:41:29
440000,-39772.63614549117,1:9:41:04
441000,-40240.51122575704,1:9:40:37
442000,-40050.320335731085,1:9:40:12
443000,-40763.050016375804,1:9:39:46
444000,-40270.19859148,1:9:39:19
445000,-40123.70529983021,1:9:38:53
446000,-39845.89485072538,1:9:38:24
447000,-39944.81494382277,1:9:37:58
448000,-40070.33346791087,1:9:37:33
449000,-39910.74400378915,1:9:37:07
450000,-39996.364355938684,1:9:36:40
451000,-39819.59535834521,1:9:36:15
452000,-39694.04340222444,1:9:35:50
453000,-39893.28390272483,1:9:35:25
454000,-39804.99482675133,1:9:35:01
455000,-39976.139591686995,1:9:34:35
456000,-39493.26336300792,1:9:34:09
457000,-39715.44690405064,1:9:33:42
458000,-39722.587451081694,1:9:33:16
459000,-40032.34949690788,1:9:32:51
460000,-39320.39323716352,1:9:32:27
461000,-40109.296696176825,1:9:32:02
462000,-40070.00833860047,1:9:31:38
463000,-40533.59544214874,1:9:31:13
464000,-40000.00590956428,1:9:30:49
465000,-39916.05301004178,1:9:30:25
466000,-39923.06680732844,1:9:30:02
467000,-39854.72090624194,1:9:29:38
468000,-40176.40665068073,1:9:29:15
469000,-39371.18391096057,1:9:28:52
470000,-39707.5532987186,1:9:28:28
471000,-40157.30614358515,1:9:28:05
472000,-39660.73836336525,1:9:27:42
473000,-39848.88243031152,1:9:27:19
474000,-40062.523562892835,1:9:26:55
475000,-39682.456212089615,1:9:26:32
476000,-40110.64307789273,1:9:26:09
477000,-40141.219797046724,1:9:25:46
478000,-40317.46779410659,1:9:25:24
479000,-39939.78699882502,1:9:25:01
480000,-39955.230104841714,1:9:24:38
481000,-39893.866421485174,1:9:24:16
482000,-39485.027195321614,1:9:23:53
483000,-40389.3752779755,1:9:23:30
484000,-39815.68298311558,1:9:23:07
485000,-39895.59374478788,1:9:22:45
486000,-39617.679302467535,1:9:22:24
487000,-39645.28511379643,1:9:22:03
488000,-40118.79484935108,1:9:21:41
489000,-40197.805299508014,1:9:21:21
490000,-39906.1426948707,1:9:20:59
491000,-40667.816937843265,1:9:20:39
492000,-40224.158019773255,1:9:20:19
493000,-39963.14257717779,1:9:20:01
494000,-40438.153481711386,1:9:19:43
495000,-40432.36633740713,1:9:19:24
496000,-40353.550837258794,1:9:19:07
497000,-40492.96763302419,1:9:18:48
498000,-40286.78089555018,1:9:18:31
499000,-39647.88632297178,1:9:18:12
500000,-39622.24180188644,1:9:17:54

System Time is: 2023-03-23 20:49:47.655103
Starting production...

501000,-39856.226064660514,1:9:18:02
502000,-39647.7696720991,1:9:18:05
503000,-39416.87899512883,1:9:18:08
504000,-39898.4426804844,1:9:18:12
505000,-39490.35963017742,1:9:18:16
506000,-40070.86149443836,1:9:18:20
507000,-39975.45570847033,1:9:18:23
508000,-39427.715954748375,1:9:18:25
509000,-39325.74265660996,1:9:18:27
510000,-39381.31033434409,1:9:18:28
511000,-40313.57620740857,1:9:18:29
512000,-39555.21717815037,1:9:18:30
513000,-39490.491071938406,1:9:18:30
514000,-39952.28389415531,1:9:18:30
515000,-39468.97424594863,1:9:18:30
516000,-39878.79616122065,1:9:18:28
517000,-39834.3485811277,1:9:18:27
518000,-39501.14145570253,1:9:18:27
519000,-39242.1666317021,1:9:18:26
520000,-39864.505034614296,1:9:18:24
521000,-39831.469575913885,1:9:18:23
522000,-39899.19215528379,1:9:18:21
523000,-39628.88359206019,1:9:18:19
524000,-39336.64698197675,1:9:18:17
525000,-40054.72336983468,1:9:18:14
526000,-40250.460065895335,1:9:18:12
527000,-39854.934326510454,1:9:18:09
528000,-39779.66763954447,1:9:18:07
529000,-39880.23559552963,1:9:18:04
530000,-39934.523417685894,1:9:18:02
531000,-39931.83446302907,1:9:18:00
532000,-39220.236306703104,1:9:17:57
533000,-40179.017122575984,1:9:17:54
534000,-40086.11035042445,1:9:17:52
535000,-39432.41536364249,1:9:17:49
536000,-40445.65089971312,1:9:17:47
537000,-40390.10509522873,1:9:17:45
538000,-40388.854958744836,1:9:17:42
539000,-40287.103036216424,1:9:17:38
540000,-40167.01495960036,1:9:17:35
541000,-39737.09268142178,1:9:17:32
542000,-39752.78483476626,1:9:17:29
543000,-39509.81203619363,1:9:17:26
544000,-39739.317263082834,1:9:17:23
545000,-40009.716860146626,1:9:17:20
546000,-40357.63572614416,1:9:17:17
547000,-40020.61417483454,1:9:17:14
548000,-39826.74159781277,1:9:17:11
549000,-40162.86150915215,1:9:17:08
550000,-39853.75714698805,1:9:17:05
551000,-39813.34016980382,1:9:17:01
552000,-39744.0975301427,1:9:16:58
553000,-40176.180565323535,1:9:16:56
554000,-39657.18464999694,1:9:16:52
555000,-40206.9272443315,1:9:16:48
556000,-39625.2454769148,1:9:16:45
557000,-40112.59098938566,1:9:16:41
558000,-39703.48022856046,1:9:16:37
559000,-40262.998340308855,1:9:16:34
560000,-39739.98813388976,1:9:16:30
561000,-40624.39157263546,1:9:16:26
562000,-40108.03212176039,1:9:16:23
563000,-39654.26244931387,1:9:16:19
564000,-39942.427399636756,1:9:16:15
565000,-40262.392610277464,1:9:16:12
566000,-40156.21468984109,1:9:16:09
567000,-39750.53289900621,1:9:16:05
568000,-39679.6633312577,1:9:16:01
569000,-39726.03877864979,1:9:15:56
570000,-40279.92022328128,1:9:15:52
571000,-39463.635658389874,1:9:15:48
572000,-40002.01005717532,1:9:15:45
573000,-40426.538059985476,1:9:15:42
574000,-40402.247844865036,1:9:15:38
575000,-40462.23728367354,1:9:15:35
576000,-39974.811586466545,1:9:15:33
577000,-39920.44555907154,1:9:15:31
578000,-39944.49512707033,1:9:15:27
579000,-39731.473490135795,1:9:15:23
580000,-40248.14268367752,1:9:15:19
581000,-39328.508075355945,1:9:15:15
582000,-40085.25998553628,1:9:15:10
583000,-39788.34560155918,1:9:15:06
584000,-40361.09666840197,1:9:15:03
585000,-39516.59746373698,1:9:15:01
586000,-40108.7656531847,1:9:14:57
587000,-40264.16693749091,1:9:14:53
588000,-40174.646829657984,1:9:14:50
589000,-40343.00211224002,1:9:14:46
590000,-40181.99717738227,1:9:14:42
591000,-39951.65477050304,1:9:14:37
592000,-39798.45224851108,1:9:14:32
593000,-39697.04702793267,1:9:14:27
594000,-40058.39522083805,1:9:14:22
595000,-40423.9356274875,1:9:14:17
596000,-39848.36527178605,1:9:14:13
597000,-39757.651884081555,1:9:14:08
598000,-39778.4654789498,1:9:14:04
599000,-39966.79689148648,1:9:14:00
600000,-39877.157031913855,1:9:13:56
601000,-40315.511882251114,1:9:13:52
602000,-39914.56287185023,1:9:13:48
603000,-40613.45338830595,1:9:13:44
604000,-39559.15026763623,1:9:13:41
605000,-40514.06223254887,1:9:13:38
606000,-40270.03720916799,1:9:13:35
607000,-39745.455838717644,1:9:13:31
608000,-39661.8665294756,1:9:13:26
609000,-39890.58832913816,1:9:13:22
610000,-39522.24061053856,1:9:13:18
611000,-39237.48413714928,1:9:13:15
612000,-39851.24241647325,1:9:13:11
613000,-39607.97842776544,1:9:13:07
614000,-40214.705172225906,1:9:13:04
615000,-39785.35715615036,1:9:13:00
616000,-39968.92510940505,1:9:12:56
617000,-39603.95381534993,1:9:12:52
618000,-39950.81269566605,1:9:12:48
619000,-39838.72117163715,1:9:12:44
620000,-40508.524657328104,1:9:12:41
621000,-40113.84146429575,1:9:12:37
622000,-39498.72937619664,1:9:12:33
623000,-39672.56528738916,1:9:12:30
624000,-39955.61241656231,1:9:12:26
625000,-39578.19177194548,1:9:12:22
626000,-39706.20818071492,1:9:12:19
627000,-39928.77657431133,1:9:12:15
628000,-39378.95263329136,1:9:12:12
629000,-39824.65262634661,1:9:12:09
630000,-40291.77501748203,1:9:12:05
631000,-39580.10538732639,1:9:12:01
632000,-39985.04243547992,1:9:11:59
633000,-39961.767133861584,1:9:11:56
634000,-40050.89423814179,1:9:11:53
635000,-39930.0056834492,1:9:11:50
636000,-39929.75666305773,1:9:11:48
637000,-40034.94347480808,1:9:11:47
638000,-38999.50933649387,1:9:11:44
639000,-40291.62220236147,1:9:11:41
640000,-39523.682456540744,1:9:11:39
641000,-39576.75524807798,1:9:11:37
642000,-39937.065012748724,1:9:11:34
643000,-39695.879486150174,1:9:11:31
644000,-39462.43673875236,1:9:11:28
645000,-40333.92293233105,1:9:11:24
646000,-39998.15556138928,1:9:11:21
647000,-39810.569383894916,1:9:11:19
648000,-39562.66700134801,1:9:11:17
649000,-39317.204471264966,1:9:11:16
650000,-39876.86806994237,1:9:11:14
651000,-39986.51551401844,1:9:11:11
652000,-39406.09743483314,1:9:11:07
