   0.025     0.00000     0.00000    -0.00000
   0.129     0.00003     0.00002     0.00084
   0.297     0.00298     0.00048     0.01539
   0.500     0.01848     0.00379     0.05480
   0.703     0.10538     0.01069     0.19550
   0.871     0.23639     0.02526     0.33010
   0.975     0.31791     0.02289     0.39428
   1.025     0.43220     0.04223     0.46196
   1.129     0.59193     0.06536     0.65067
   1.297     1.15060     0.11990     1.11202
   1.500     1.80396     0.09189     1.65737
   1.703     2.75015     0.14512     2.30371
   1.871     4.07821     0.19806     2.74633
   1.975     4.65578     0.34856     2.61833
   2.025     5.41448     0.29368     3.60932
   2.129     5.24470     0.47591     3.19898
   2.297     5.37871     0.31447     2.82830
   2.500     6.39153     0.29819     3.81735
   2.703     7.49808     0.39770     4.25970
   2.871     7.14642     0.58666     4.91008
   2.975     7.74763     0.37156     0.00000
   3.025     8.25500     0.38798     5.15011
   3.129     8.37643     0.24612     5.15011
   3.297     9.09829     0.30419     0.00000
   3.500     9.41397     0.30871     0.00000
   3.703     9.73016     0.44205     0.00000
   3.871     9.45214     0.31503     3.60932
   3.975    10.09298     0.60550     5.56046
   4.025     9.95634     0.26110     0.00000
   4.129    12.34710     0.31321     0.00000
   4.297    11.38134     0.26976     0.00000
   4.500    11.06858     0.38753     0.00000
   4.703    12.61320     0.51914     0.00000
   4.871    13.11740     0.57106     0.00000
   4.975    13.19325     0.39630     5.56046
