r,elect_mean,elect_var,elect_seom,vdw_mean,vdw_var,vdw_seom
0.0355,,,,,,
0.1065,,,,,,
0.17749,,,,,,
0.24849,,,,,,
0.31949,,,,,,
0.39048,,,,,,
0.46148,,,,,,
0.53248,,,,,,
0.60347,,,,,,
0.67447,,,,,,
0.74547,,,,,,
0.81646,,,,,,
0.88746,,,,,,
0.95846,,,,,,
1.02945,,,,,,
1.10045,,,,,,
1.17145,,,,,,
1.24245,,,,,,
1.31344,,,,,,
1.38444,,,,,,
1.45544,,,,,,
1.52643,,,,,,
1.59743,,,,,,
1.66843,,,,,,
1.73942,,,,,,
1.81042,,,,,,
1.88142,,,,,,
1.95241,,,,,,
2.02341,,,,,,
2.09441,,,,,,
2.16541,,,,,,
2.2364,,,,,,
2.3074,,,,,,
2.3784,,,,,,
2.44939,,,,,,
2.52039,,,,,,
2.59139,,,,,,
2.66238,,,,,,
2.73338,,,,,,
2.80438,-83.70425,4.1417298050000095,1.4390500000000017,6.61705,0.9295661250000002,0.6817500000000001
2.87537,-85.62314666666666,5.424752341238098,0.6013735578511412,3.97954,1.8892130654285713,0.35489088139206687
2.94637,-84.8070688172043,11.506911435864897,0.35175308171097935,2.524567741935484,1.6940275213394107,0.13496425338518944
3.01737,-83.28208851174935,13.17276793751165,0.1854552505791986,1.5416261096605746,1.5064722447091707,0.06271640851813007
3.08836,-82.75625209756097,15.097051949802719,0.12136239603163428,0.9163264390243903,1.640672991106937,0.04000820636681548
3.15936,-82.05544578627281,17.89278457375668,0.08816298924844734,0.4133797132927889,1.447983902626078,0.02508009673479736
3.23036,-81.65883518302635,24.314406334445234,0.07529286309488592,0.0683692469107018,1.406273792190683,0.018107434315084374
3.30136,-81.28681952602501,30.831179175164692,0.0669520658249386,-0.15276228554812443,1.2873712574984544,0.01368109373894977
3.37235,-81.07005070501447,40.36747137452262,0.061396174773558534,-0.31117768232327947,1.334031874481331,0.01116114226648088
3.44335,-80.9008182000138,48.91236909021755,0.05810187438135647,-0.4239189592104355,1.292371617994331,0.009444402765564415
3.51435,-80.58968403267731,55.606540472696906,0.054311993233752985,-0.48385270807914704,1.319697390365479,0.008367004108465173
3.58534,-80.04118175376054,59.019992996877015,0.050654353549028766,-0.5439973915311712,1.2648283032408785,0.0074153727741593884
3.65634,-79.5904289807121,62.87015401904279,0.048618990317184196,-0.575359630785427,1.2146722041903146,0.006757922704222504
3.72734,-79.01210673401788,63.82239713580898,0.04597852125237879,-0.6115718482941371,1.130703744921786,0.006119879327662725
3.79833,-78.54007328061347,67.26041508942255,0.044885966990063544,-0.6112266894320633,1.1415256761081933,0.005847546127544518
3.86933,-77.94895508443413,70.38336301284527,0.04461920936286594,-0.6193510932594121,1.0815248485149278,0.005531018541895767
3.94033,-77.68121129813481,75.36370567297067,0.044908172718395103,-0.5895398030453047,1.0744892533589456,0.005362228295149556
4.01132,-77.35462616386629,81.3720468863471,0.04541136777649116,-0.5700398514914214,1.1022405526895258,0.005285245378916993
4.08232,-77.21762811008007,90.38104325601314,0.04704135878698183,-0.5240431089782827,1.1509950898087324,0.00530857452059453
4.15332,-77.27035112736279,101.2596493933687,0.048640877228697775,-0.47660005373957337,1.21822431001191,0.005335152280543014
4.22432,-77.42017853541579,112.68900788791076,0.050250678633377156,-0.41409052815560093,1.2705129180703287,0.005335691311097665
4.29531,-77.62200545222929,125.16757113159376,0.051550805877871995,-0.35288243524416135,1.3121015170614898,0.005278047146302115
4.36631,-77.76190600531193,133.89665512507958,0.05210268712045105,-0.31304244470125503,1.3111636828143975,0.005155890837098468
4.43731,-77.8729879961806,143.3516417435714,0.05285312928855137,-0.27374003936317404,1.294288810197626,0.0050220955173300615
4.5083,-77.5535215458033,147.66425119772524,0.052568402185636236,-0.2670365191353981,1.226755984821568,0.004791441452964312
4.5793,-76.87462873693187,150.5888459555657,0.05283342047173682,-0.2862513642767109,1.0980102104745197,0.0045114434185292065
4.6503,-75.7705327175744,149.7833844001161,0.05294674090314669,-0.32470152348867676,0.9982568918597666,0.0043224359988175195
4.72129,-74.20996799112014,147.14448902560886,0.05261432759803466,-0.3840692346766001,0.8448868526946529,0.003986862887032703
4.79229,-72.2355581479976,141.62531047245798,0.05235770800343661,-0.45832348295685504,0.670469913359728,0.0036024655494469415
4.86329,-70.40929538586774,134.03644867885393,0.051586779279494406,-0.5186933547759445,0.5385776066669123,0.0032700252347610706
4.93428,-68.37178423187808,124.45510118784874,0.05062523032425665,-0.5834142627677101,0.39777405031819757,0.002862060993141779
5.00528,-66.56992301908983,112.24056077280343,0.04855052145769009,-0.6294752357351365,0.3012395971126983,0.002515214418378718
5.07628,-64.9819432581753,100.53708803859672,0.04630991475832409,-0.6565874784018431,0.22636487507380765,0.0021974315200684207
5.14727,-63.74494798381115,91.21808854395334,0.043964454695003555,-0.6639629033966902,0.18734122222887137,0.001992406187346514
5.21827,-62.7631934321676,83.74055085507811,0.04205317042637903,-0.663336165315087,0.16648167228267388,0.001875055173388126
5.28927,-62.037575544462705,78.52960738970131,0.040669656567063554,-0.6498483234340116,0.14751457938163082,0.0017626710209371276
5.36027,-61.36402979129447,74.8956804506852,0.03899409228072548,-0.6390996081695631,0.13614993925657184,0.001662566998657134
5.43126,-60.9542479287358,72.36360897901282,0.03789026194449517,-0.6206998452503769,0.12695105849689,0.001587031919591499
5.50226,-60.544663347433186,71.76716408999076,0.037146633910522024,-0.6036006421841954,0.1253147934376462,0.0015522359745295962
5.57326,-60.178609485257006,70.08611375198882,0.036199961580168,-0.5837029018566646,0.12072007788357723,0.0015023871953077194
5.64425,-59.86639107349538,68.92112819360396,0.03530444029663459,-0.5659859194155094,0.1167354169059932,0.0014529626857400517
5.71525,-59.38992347200554,67.15914759806576,0.03411947328488668,-0.5478622828913156,0.11258448227082019,0.0013969761705404018
5.78625,-59.01621253378717,66.31703922068282,0.033264111866446545,-0.5273583441785965,0.11048961674907133,0.0013577634131612375
5.85724,-58.46183146089331,64.31429261035393,0.032331917865365975,-0.5066342760548729,0.10706584726197538,0.0013191773845148637
5.92824,-57.916327483360554,61.93679454490852,0.0311810697886165,-0.4834760925530579,0.0984121132858564,0.0012429135641440225
5.99924,-57.32135879461259,59.2818179327228,0.030224921170751397,-0.4599300298958269,0.09425815414727419,0.001205213216681992
6.07023,-56.64475597178047,56.84327689277193,0.029272622993525087,-0.43469654189969403,0.08628054475377978,0.0011404559769198532
6.14123,-55.99331223899444,53.81592644044085,0.02811094706569425,-0.410602673930281,0.07867428817349387,0.0010748218285539645
6.21223,-55.348355661342126,51.51716979341659,0.027240294489534078,-0.3861014230774771,0.07090729053552519,0.0010106045416889491
6.28323,-54.62250854971948,48.36125099325553,0.026110145579451502,-0.36137220389636016,0.06379490903212293,0.0009483170114730115
6.35422,-53.90577566846758,45.440481031254144,0.024993773308302797,-0.33729804786846485,0.05709310413696414,0.0008859356835566989
6.42522,-53.175139235218076,43.43016119360384,0.024310638834839145,-0.31593671089337966,0.05185155789852243,0.000840004389437321
6.49622,-52.4604683912853,40.67261014625878,0.023237691582633595,-0.29501469709642736,0.04650922912679571,0.0007857991089320867
6.56721,-51.76008286456137,38.69679178436292,0.022583784145048406,-0.27524849615141295,0.04096557144980887,0.0007347993146539481
6.63821,-51.13693262501141,36.375292207357276,0.021789738135669676,-0.25900095936720924,0.03732447621886396,0.0006979842559644143
6.70921,-50.47159059857531,34.722239283677496,0.0210917125983899,-0.243059578229898,0.03394129686908914,0.000659435310223383
6.7802,-49.80435553731324,33.09919941347715,0.020445524374823026,-0.2268613695204658,0.030282705366974902,0.0006184247247317735
6.8512,-49.18815847735231,31.426654224325336,0.019860152855719827,-0.213488209897461,0.02770024055179058,0.0005896241775108574
6.9222,-48.5349789606533,29.94239473096231,0.01924792167036706,-0.2003526490967582,0.025172463693721028,0.0005580889690483366
6.99319,-47.98134204786614,28.47485517358792,0.01868965739083169,-0.18946875697690108,0.022994636993512087,0.0005311092400895054
7.06419,-47.35765400862545,27.368568897148947,0.018337854571414337,-0.1777071620774817,0.02091901246842525,0.0005069826174551031
7.13519,-46.778606240835664,25.995582927311293,0.01774874047729385,-0.16763223543098119,0.019368301214258334,0.0004844662462000396
7.20618,-46.245615342147495,25.204755106602683,0.01737371936928858,-0.15824502646643193,0.017780899105034335,0.00046145400540792734
7.27718,-45.702362153773805,24.162237042384117,0.016854112214730307,-0.1489188666823419,0.016092352469965193,0.0004349577555554795
7.34818,-45.220297313502215,23.156630908188703,0.01640351861814642,-0.13959097257727168,0.014262922370892144,0.00040710233032258635
7.41918,-44.67096059323006,22.420840491438142,0.01603955255077659,-0.13106979575444633,0.012798416061725519,0.0003832166910026991
7.49017,-44.216144740264106,21.704994974974475,0.015598499085527826,-0.12329878819810328,0.011182872354229354,0.00035406227115774284
7.56117,-43.76177015155861,20.90626652657365,0.015185712534878644,-0.11521517792141897,0.009488144110385089,0.00032350989538528565
7.63217,-43.338433836670795,20.332515001209746,0.014867388279198451,-0.10835972974148239,0.008221348947294801,0.0002989583403532814
7.70316,-42.904381300830295,19.759379504207356,0.014493632272187654,-0.10171485493764819,0.00694732539062739,0.00027176868142263634
7.77416,-42.50482185973518,19.152126209018068,0.014108483507317152,-0.09527798021160283,0.0057478925231162796,0.0002444140439842977
7.84516,-42.123194066392145,18.3429083229493,0.013656388914780774,-0.08923061664379035,0.004833958219636408,0.00022169363525717612
7.91615,-41.762427296448855,17.8483089685387,0.013358153466030464,-0.08444591198112453,0.004105114505947794,0.00020258651275107696
7.98715,-41.41762153092191,17.180390431548005,0.012989661551063012,-0.07953289007179266,0.0034931298711888244,0.00018522034435663716
8.05815,-41.07256622400185,16.64182843486393,0.012641178484265922,-0.07506648038255458,0.0029510168138363003,0.00016833440376012607
8.12914,-40.73955278888972,16.069104742133156,0.012312870086877942,-0.070543608951619,0.002456838820189514,0.00015224806768245592
8.20014,-40.458201987165836,15.575695174574102,0.012009527381381946,-0.0671721333790153,0.002131284006576442,0.00014048270469233155
8.27114,-40.15318707773248,15.052276485033147,0.011664829022604767,-0.06350786635690589,0.0017886307149998788,0.00012715622500891364
8.34213,-39.84601342703375,14.452387435438773,0.011338553806919324,-0.060322658008272925,0.0015893177657390254,0.00011890311617548524
8.41313,-39.54769008915397,13.969078156894907,0.011044379159781128,-0.05721622846464841,0.001371946095261904,0.00010945256866292177
8.48413,-39.251790381473505,13.48037736821595,0.010794841094082094,-0.054353714893285957,0.0011980418378920521,0.0001017656523803182
8.55513,-38.95038955947099,12.994168911332586,0.010519383083207927,-0.05167138647840786,0.001054258591611469,9.475226309455224e-05
8.62612,-38.680156230072264,12.54506240824529,0.010273200448993226,-0.049271336872302667,0.0009414714324688997,8.89964989674476e-05
8.69712,-38.36989842208417,12.167017787905651,0.010052108937737907,-0.04688053433212637,0.0008294906681651456,8.299861919535926e-05
8.76812,-38.08343608510014,11.742634825429164,0.009791081995203968,-0.044424337298250495,0.0007257310007191148,7.697252749501965e-05
8.83911,-37.77610237725636,11.271410253025438,0.009571151763670856,-0.04223364081891402,0.0006507073715370682,7.272235548054776e-05
8.91011,-37.490467169575375,10.886062339793828,0.009341805004973428,-0.04023262199276903,0.0005817671944951754,6.829202699827395e-05
8.98111,-37.20141219266795,10.620160085159988,0.009208939235926106,-0.03832704841452994,0.0005184372627078809,6.434164796756053e-05
9.0521,-36.92283783008219,10.210209317808312,0.00900893700241519,-0.03655636794327595,0.0004673166731873558,6.094833772241622e-05
9.1231,-36.6276529261647,9.846171064859213,0.008792907584515744,-0.03472526953066722,0.00041984515249411913,5.741738270058961e-05
9.1941,-36.34953182104845,9.556926758746238,0.008626091338707504,-0.03293251010222911,0.0003712552125889079,5.37639543405999e-05
9.26509,-36.04744726839756,9.194955913173432,0.00841794493751911,-0.0313826154640526,0.0003372459179701261,5.098056048814612e-05
9.33609,-35.76284940155019,8.8011613010729,0.008230640932392013,-0.029812520878393457,0.00030396051388019256,4.836957266239207e-05
9.40709,-35.479220522936544,8.52205144788346,0.008056467775822584,-0.02832108882914309,0.0002721952386755303,4.553159461911533e-05
9.47809,-35.215870734560724,8.244513977379473,0.007863106564292666,-0.02699283137725449,0.0002464630555368895,4.2991989827148125e-05
9.54908,-34.90757108894109,7.924668450804403,0.007675445254970983,-0.02562741829968182,0.00022081791425363346,4.0516337434156425e-05
9.62008,-34.65494353992603,7.690802434701636,0.007527561328749989,-0.0244480747977543,0.00019941842690692244,3.833108547538397e-05
9.69108,-34.36982542351832,7.424548189392128,0.007364626727807523,-0.023225525790969325,0.000177584724941411,3.601791161531786e-05
9.76207,-34.115922055448024,7.214472381513388,0.007204947511125421,-0.022088139044590116,0.0001590407162992158,3.382849643157651e-05
9.83307,-33.861297536753206,6.979043619193869,0.007043691070308801,-0.02105928071771831,0.00014360362070722597,3.195104292051787e-05
9.90407,-33.610943667004285,6.768590785201555,0.006899791755878408,-0.02006351353252307,0.00012800922269348694,3.0005957129195743e-05
9.97506,-33.34889801850859,6.580341799750524,0.006726255114892852,-0.019128066086382574,0.000115107037859197,2.8131963679515543e-05
10.04606,-33.116275619947196,6.439242124801579,0.0066196577783149795,-0.018204612515992053,0.00010242142768232127,2.6400586369012974e-05
10.11706,-32.87661446160478,6.231247668494426,0.006478427678094673,-0.01734018212556157,9.165454065167836e-05,2.4846149891471433e-05
