Adding dependency `cuda/11.6.2-510.47.03` to your environment
Adding dependency `anaconda/2020.11:python3` to your environment
Adding package `openmm/20221108` to your environment

System Time is: 2023-03-24 15:48:59.836188
Creating the simulation system...

System Time is: 2023-03-24 15:49:12.799499
The simulation system has been created. Preparing for simulation...
bubble radius: 2.0254 A

System Time is: 2023-03-24 15:49:19.329603
Starting equilibration...

#"Step","Total Energy (kJ/mole)","Time Remaining"
1000,-39412.024421173264,--
2000,-39496.544455931435,19:03:30
3000,-39792.049109263025,19:05:19
4000,-40172.322731996086,19:07:13
5000,-40586.488417216635,19:11:22
6000,-39915.261598933226,19:13:08
7000,-40047.88254532889,19:13:49
8000,-39521.07069760759,19:14:30
9000,-40060.66753922437,19:14:56
10000,-40100.07269253681,19:15:12
11000,-39564.671018882495,19:15:49
12000,-40004.03814691932,19:16:14
13000,-40487.3581606207,19:16:32
14000,-40549.8032259475,19:16:41
15000,-40625.63633157163,19:17:18
16000,-41279.58098382319,19:17:51
17000,-40557.746484315896,19:18:16
18000,-40063.5373560515,19:18:36
19000,-40128.30653974113,19:18:33
20000,-40644.91937712516,19:18:25
21000,-39675.02190045397,19:18:10
22000,-40334.36280540882,19:18:07
23000,-40622.5712700643,19:18:19
24000,-40187.053299810774,19:18:33
25000,-39469.63304825564,19:18:41
26000,-40426.50085823168,19:19:16
27000,-40262.50082131737,19:19:34
28000,-40221.32710588814,19:19:40
29000,-40825.34059376884,19:19:58
30000,-39735.76444749427,19:20:09
31000,-40745.17016905093,19:20:11
32000,-40651.11847822668,19:20:32
33000,-40308.712648312896,19:20:33
34000,-40076.05253932023,19:20:36
35000,-40389.16283972103,19:20:27
36000,-40603.02412536327,19:20:30
37000,-40200.16797398364,19:20:23
38000,-39743.4997094205,19:20:22
39000,-39790.79835277214,19:20:17
40000,-40212.0725290928,19:20:13
41000,-40766.01929433149,19:19:55
42000,-40592.73174304109,19:19:42
43000,-40753.697391812486,19:19:27
44000,-40173.59300473641,19:19:15
45000,-39475.2383851331,19:19:00
46000,-40235.50273656768,19:18:44
47000,-40686.37803806051,19:18:24
48000,-40335.364148233784,19:18:07
49000,-40017.34767651465,19:17:53
50000,-40074.10851644683,19:17:35
51000,-40489.63235596183,19:17:20
52000,-40649.89307844778,19:17:01
53000,-40095.40643476644,19:16:43
54000,-40273.47966999488,19:16:29
55000,-40245.62987689335,19:16:15
56000,-40260.62566034758,19:15:59
57000,-40362.125970508365,19:15:44
58000,-40330.249580641306,19:15:32
59000,-40350.35829601084,19:15:21
60000,-40956.291269119865,19:15:06
61000,-41128.989234007386,19:14:58
62000,-40774.119491587604,19:14:45
63000,-39841.05043877589,19:14:31
64000,-40026.61332341815,19:14:16
65000,-40931.57484974229,19:14:08
66000,-40010.38077072057,19:14:04
67000,-40797.41959025443,19:13:58
68000,-40888.193169169564,19:13:50
69000,-40296.37740916261,19:13:42
70000,-40643.46124077917,19:13:42
71000,-40246.26652320909,19:13:40
72000,-40014.077582466445,19:13:37
73000,-40230.556037924915,19:13:33
74000,-39644.68194758997,19:13:31
75000,-40568.02885547979,19:13:31
76000,-39719.85802745749,19:13:27
77000,-39950.25869533022,19:13:22
78000,-39835.09524754965,19:13:24
79000,-40148.95005351358,19:13:27
80000,-40269.91085481457,19:13:34
81000,-40900.563514204,19:13:41
82000,-40284.28231820914,19:13:44
83000,-40247.082746297456,19:13:39
84000,-39785.26233138311,19:13:36
85000,-40358.215432430574,19:13:36
86000,-40427.72091339248,19:13:38
87000,-40286.14351662283,19:13:37
88000,-39651.33563558849,19:13:37
89000,-39935.3781742228,19:13:35
90000,-40243.16008802988,19:13:39
91000,-40770.12172350721,19:13:40
92000,-40352.02531616036,19:13:37
93000,-40122.89353854078,19:13:33
94000,-39994.90561758079,19:13:28
95000,-40371.721119835725,19:13:22
96000,-40294.80689130783,19:13:20
97000,-40111.9250758206,19:13:19
98000,-40517.52376462867,19:13:17
99000,-40403.8380275245,19:13:13
100000,-40056.988263051506,19:13:11

System Time is: 2023-03-24 16:03:13.025142
Starting production...

101000,-40500.45128655035,19:14:15
102000,-40648.46067944753,19:15:15
103000,-40676.56311035105,19:16:11
104000,-39831.94787335645,19:17:08
105000,-40602.780502290305,19:18:04
106000,-39959.08444244049,19:18:59
107000,-40547.31675406925,19:19:53
108000,-40509.0168647212,19:20:43
