   2.025     0.00000     0.00000    -0.00000
   2.129     0.00000     0.00000    -0.00000
   2.297     0.00000     0.00000    -0.00000
   2.500     0.00002     0.00001     0.00109
   2.703     0.01119     0.00097     0.14161
   2.871     0.24081     0.00770     1.56937
   2.975     0.73084     0.01593     3.63166
   3.025     1.24802     0.02411     4.73977
   3.129     2.68750     0.04682     0.00000
   3.297     6.99173     0.07608     0.00000
   3.500    17.27783     0.16684     0.00000
   3.703    31.45629     0.45675     0.00000
   3.871    40.71448     0.41610     0.00000
   3.975    42.75600     0.42342     0.00000
   4.025    44.20802     0.19761     0.00000
   4.129    43.78686     0.29572     0.00000
   4.297    41.47690     0.30882     0.00000
   4.500    38.84042     0.91406     0.00000
   4.703    35.88239     0.76732     0.00000
   4.871    30.19301     0.33938     0.00000
   4.975    30.10268     0.78242     0.00000
