acet            -77.616799033300     37.760776854400    -39.856022178900
esna            -70.388265433300     31.711036697600    -38.677228735800
mso4            -66.502652277800     30.669182380900    -35.833469896900
guan            -47.426218166700     27.434833721300    -19.991384445400
imim            -44.961509722200     25.057903045100    -19.903606677100
mamm            -54.507178133300     31.339978712100    -23.167199421200
