engine,anion,cation,Ka_M-1,Ka_err_M-1,p_bound,p_err,r_pmf_min,pmf_min,pmf_min_seom,anion_minus_cation_hydration,anion_minus_cation_hydration_err
namd_tip,acet,guan,2.0728817441316907,0.0589386872482695,0.3801457130501347,0.0329901758197253,3.85665,-2.21542,0.00347,-37.73455272969999,0.21806399518861055
namd_tip,esna,guan,1.1379403112733046,0.0417827669896902,0.2788522911543534,0.0433791285890134,4.1575,-1.32131,0.00701,-23.433486356599992,0.23083872317717308
namd_tip,mso4,guan,0.900250255828741,0.0336648756363111,0.2434596962471836,0.0447092355693346,4.72172,-0.89211,0.00701,-16.848258384599994,0.23235884544225613
namd_tip,acet,imim,0.8249371330038855,0.0334972228967568,0.2315874988618763,0.0487761657814678,4.35765,-1.09442,0.00639,-48.885087364699984,0.21020188439861967
namd_tip,esna,imim,0.4848980786660685,0.0216564014423054,0.1601909435727917,0.0555967529087301,4.593,-0.48895,0.00799,-34.584020991599985,0.2234265926992126
namd_tip,mso4,imim,0.535374319325485,0.0235199643988169,0.1722059201953575,0.0543113963498619,4.87439,-0.52963,0.00846,-27.998793019599987,0.2249967983380443
namd_tip,acet,mamm,0.759038899953066,0.0380257937992402,0.220977360544606,0.060448080518752,3.49695,-1.50891,0.00709,-39.022492271999994,0.20269889455472623
namd_tip,esna,mamm,0.3418261539505367,0.0198207011311211,0.1239822739376436,0.0738666671505763,3.72731,-0.78886,0.0094,-24.721425898899994,0.2163826517402844
namd_tip,mso4,mamm,0.2828751496806,0.0177285536851593,0.1068751461830274,0.0808087255432586,4.00843,-0.82783,0.0081,-18.136197926899996,0.21800359839082456
