inter,vdw,multipole,polar
-12971.7655,6022.8875,-13424.5697,-5562.902
-12933.5394,5950.2307,-13379.723,-5496.7994
-12961.182,5935.698,-13404.6371,-5485.0348
-12947.0637,5945.0822,-13383.4363,-5501.4679
-12873.501,5857.8571,-13306.0303,-5418.1143
-12987.9712,5980.6096,-13431.112,-5530.2978
-12913.6982,5957.6527,-13359.3209,-5504.9055
-12998.4568,6069.5529,-13460.8747,-5599.9387
-12846.53,6014.8202,-13343.1181,-5510.9993
-12869.1271,5806.7762,-13237.6235,-5431.108
-12753.5567,5825.737,-13186.1199,-5386.0647
-12888.4323,5866.2462,-13281.8955,-5465.6875
-12741.0135,5949.5654,-13246.5482,-5436.9109
-12811.5401,5789.0533,-13213.5425,-5379.8663
-12680.6083,5858.9058,-13125.0172,-5407.2434
-12857.2237,5760.5487,-13237.9215,-5372.6178
-12693.5086,5899.8723,-13184.951,-5401.1927
-12754.3835,5925.2922,-13262.3206,-5410.104
-12758.4273,5892.6787,-13220.2311,-5423.6659
-12799.4214,5987.1875,-13299.8576,-5479.4892
-12867.2276,5701.5443,-13161.6575,-5399.8535
-12753.5928,5758.9731,-13142.3052,-5363.059
-12708.7262,5716.8033,-13088.9659,-5329.4145
-12814.5966,5889.3135,-13281.3572,-5415.3668
-12886.9394,6004.0124,-13402.1469,-5481.6304
-12908.7693,5911.5758,-13370.9936,-5442.1134
-12913.8809,5942.658,-13371.5434,-5477.7203
-12952.6219,5809.6791,-13284.3984,-5470.6382
-12817.5325,5815.5602,-13233.1482,-5392.7487
-12732.517,5896.5043,-13211.9118,-5409.8747
-12843.4024,5730.9023,-13232.4429,-5334.6394
-12817.6232,5814.1537,-13229.5418,-5395.0177
-12730.7385,5974.0103,-13287.2915,-5410.2087
-12744.9781,5827.9847,-13198.7835,-5367.0397
-12761.4514,5979.0087,-13297.4934,-5435.8264
-12738.9524,6099.574,-13367.5664,-5463.7606
-12686.9342,6006.5469,-13271.8897,-5414.3945
-12825.9004,5891.9823,-13296.6487,-5414.02
-12816.9666,5894.8979,-13306.4557,-5398.1346
-12790.309,5925.8867,-13279.5374,-5429.4594
-12732.5098,5795.7281,-13174.2469,-5346.7857
-12770.5259,5905.0767,-13253.8364,-5414.4975
-12711.1683,6021.3132,-13286.2397,-5438.9748
-12854.3519,6018.4506,-13383.0751,-5482.4919
-12868.2518,5896.1496,-13314.7959,-5442.4215
-12915.3575,5996.8466,-13432.8869,-5472.0782
-12969.1756,6103.9291,-13510.7216,-5555.111
-12948.8711,6027.7024,-13454.9464,-5514.4352
-12865.2267,6021.0279,-13397.6864,-5481.3611
-12916.6292,6128.1804,-13466.2141,-5571.3153
-12948.8393,5814.6596,-13321.179,-5435.0133
-12961.1257,6052.5675,-13493.5209,-5512.8638
-12927.7438,5831.3668,-13301.1379,-5450.7531
-12795.9338,5876.2879,-13266.2437,-5398.7585
-12842.6534,6110.1398,-13427.0699,-5518.5413
-12870.4655,5793.7259,-13249.2127,-5407.9336
-12799.6979,5898.9308,-13276.4323,-5415.058
-12877.7917,5891.212,-13317.0827,-5444.6845
-12740.0635,5878.6667,-13234.3677,-5377.1586
-12840.9221,5927.5493,-13308.5303,-5452.7315
-12800.6755,5938.9795,-13300.6458,-5431.8205
-12830.4746,5815.2057,-13243.3241,-5395.1849
-12841.1,6119.2757,-13453.3152,-5499.8098
-12829.7062,5813.5318,-13251.4994,-5384.5802
-12683.5844,6024.2508,-13281.7336,-5419.004
-12846.5054,6017.9063,-13376.9777,-5480.258
-12901.4089,5948.7652,-13355.2455,-5487.8389
-12829.7515,5792.7495,-13233.321,-5382.0629
-12838.3012,6022.2712,-13357.3355,-5496.1172
-12853.3353,5987.9139,-13362.2472,-5471.8399
-12935.394,5932.6638,-13411.7008,-5449.1561
-12892.4117,6002.8852,-13399.0758,-5489.0307
-12897.1623,5953.7096,-13366.8613,-5476.8639
-12869.6856,6022.4557,-13396.3185,-5488.7171
-12976.0614,6108.439,-13484.4797,-5592.8971
-12938.962,5925.4888,-13386.7627,-5470.5313
-12953.684,6094.4239,-13475.6798,-5565.3297
-12792.6267,5901.6318,-13251.2725,-5435.8997
-12814.3797,5971.3387,-13299.043,-5479.5815
-12824.5088,5863.0554,-13257.1778,-5423.2671
-12834.355,5989.8069,-13333.4576,-5483.6682
-12759.8057,5943.1737,-13233.8175,-5462.0431
-12860.089,5954.6978,-13323.5498,-5484.0291
-12776.0625,6010.092,-13294.9005,-5484.1174
-12855.1258,5812.653,-13239.7675,-5420.8334
-12828.1923,5882.0633,-13253.7859,-5449.3864
