inter,vdw,multipole,polar
-12836.5712,5979.0298,-13329.8341,-5485.7669
-12885.531,6127.314,-13464.7899,-5548.0551
-12980.0722,6144.4517,-13540.8039,-5583.7199
-12790.0062,5912.463,-13275.0193,-5427.4499
-12873.8402,6114.6741,-13438.8004,-5549.7138
-12812.005,5954.3029,-13320.3541,-5445.9538
-12866.2323,6214.5477,-13468.2672,-5612.5128
-12763.3581,6195.4681,-13403.7841,-5555.0422
-12724.9206,6138.6541,-13370.1311,-5493.4436
-12809.8978,6037.2955,-13338.491,-5508.7024
-12818.8064,6059.9064,-13347.1863,-5531.5265
-12884.0931,6099.3979,-13412.1001,-5571.3909
-12823.2846,6238.8657,-13435.2521,-5626.8982
-12831.0512,6013.4088,-13348.6512,-5495.8088
-12785.3817,6022.8041,-13337.8252,-5470.3607
-12792.6534,6033.4169,-13344.1428,-5481.9275
-12822.4789,6033.1646,-13364.3084,-5491.3351
-12869.2467,6096.6469,-13409.6082,-5556.2854
-12836.957,6126.6487,-13439.443,-5524.1627
-12784.9801,6033.6927,-13336.5462,-5482.1267
-12836.5031,6065.0499,-13381.199,-5520.354
-12792.2717,6039.2802,-13341.2841,-5490.2677
-12974.9486,6050.1024,-13490.1431,-5534.9078
-13011.2115,5948.781,-13419.0944,-5540.8981
-12802.4007,6100.5896,-13416.198,-5486.7924
-12812.6174,6159.7246,-13431.108,-5541.234
-12915.259,6098.2826,-13474.4326,-5539.1091
-12868.5369,5897.8263,-13328.9344,-5437.4288
-12838.4766,6103.0779,-13447.7196,-5493.8349
-12824.5444,5932.5939,-13306.0575,-5451.0808
-12704.2969,6101.2839,-13315.5289,-5490.0519
-12778.0151,5988.2232,-13273.0306,-5493.2077
-12787.3439,5989.0873,-13300.3663,-5476.0648
-12919.0272,5968.8338,-13370.9773,-5516.8837
-12832.7084,6150.178,-13427.7928,-5555.0937
-12775.3656,5949.8149,-13258.2425,-5466.938
-12857.6779,5909.8816,-13299.4539,-5468.1055
-12851.3073,6034.4769,-13375.62,-5510.1642
-12827.2483,5998.098,-13320.7762,-5504.5701
-12731.5529,6143.4868,-13393.1631,-5481.8767
-12815.0879,6034.2183,-13370.969,-5478.3371
-12789.1641,6174.534,-13417.532,-5546.166
-12644.806,6101.1621,-13264.5402,-5481.4278
-12718.6967,6013.5408,-13293.2784,-5438.9591
-12686.0608,5923.6916,-13213.4858,-5396.2667
-12725.3406,5999.4723,-13264.5541,-5460.2588
-12771.4193,6067.9667,-13333.098,-5506.288
-12836.914,6071.9592,-13382.987,-5525.8862
-12849.4858,6098.7368,-13418.793,-5529.4296
-12748.0824,6096.6414,-13335.356,-5509.3677
