    -2.95014900    -2.75362700    -0.88829500
     0.31562600    -3.15859300    -0.81781100
    -3.09065700    -2.73304300    -0.55702300
    -2.83604100    -2.98059500    -0.54997400
    -2.55130800    -3.19282000    -0.54292600
    -2.24133500    -3.36611200    -0.53587800
    -1.91142100    -3.49753300    -0.52882900
    -1.56719900    -3.58486300    -0.52178100
    -1.21453600    -3.62663800    -0.51473300
    -0.85943400    -3.62216700    -0.50768400
    -0.50792900    -3.57154800    -0.50063600
    -0.16598600    -3.47566000    -0.49358800
     0.16059900    -3.33615100    -0.48653900
    -3.00013500    -2.89324600    -0.21165400
    -2.72959500    -3.12338900    -0.20460500
    -2.43175900    -3.31691600    -0.19755700
    -2.11155600    -3.47063400    -0.19050900
    -1.77427800    -3.58200900    -0.18346000
    -1.42550100    -3.64920700    -0.17641200
    -1.07098500    -3.67112600    -0.16936400
    -0.71658300    -3.64740900    -0.16231500
    -0.36814500    -3.57845500    -0.15526700
    -0.03141900    -3.46540500    -0.14821900
     0.28804200    -3.31013100    -0.14117000
    -2.98417100    -2.91278400     0.13371500
    -2.71096300    -3.13984200     0.14076400
    -2.41089300    -3.32999200     0.14781200
    -2.08891300    -3.48008700     0.15486000
    -2.84971500    -2.97947100     0.47908400
    -2.56415100    -3.19087000     0.48613300
    -2.92764200    -2.79838400     0.81035600
    -2.81843900    -0.45820700    -2.51229700
    -2.55230200    -0.67922800    -2.50524900
    -3.24915100    -0.30362700    -2.41362000
    -3.10729800    -0.62457100    -2.40657200
    -2.86381100    -0.87746800    -2.39952300
    -3.58313900    -0.23084900    -2.27265300
    -3.49182600    -0.57167400    -2.26560500
    -3.31296100    -0.87588700    -2.25855600
    -3.06010200    -1.12213300    -2.25150800
    -3.88812600    -0.02102300    -2.09644400
    -3.85838400    -0.37352900    -2.08939600
    -3.75174700    -0.71085800    -2.08234800
    -3.57385800    -1.01669000    -2.07529900
    -3.33368100    -1.27651500    -2.06825100
    -3.04297600    -1.47825700    -2.06120300
    -4.14288600     0.18334900    -1.88499400
    -4.15561100    -0.17068800    -1.87794600
    -4.10099600    -0.52073100    -1.87089700
    -3.56677700    -1.42503800    -1.84975200
    -3.28707000    -1.64254300    -1.84270400
    -4.30736300     0.56110100    -1.64535000
    -4.38259600     0.21460200    -1.63830200
    -4.39830200    -0.13962800    -1.63125400
    -4.52027300     0.58150700    -1.37046500
    -4.59089000     0.23382700    -1.36341600
    -4.52482500     1.05281400    -1.08148300
    -4.65884100     0.72417000    -1.07443400
    -4.48079800     1.40387900    -0.77135500
    -4.65632400     1.09528200    -0.76430700
    -4.78827000     0.76568600    -0.75725900
    -4.35542800     1.73109600    -0.44713100
    -4.56867300     1.44714800    -0.44008300
    -4.74281300     1.13767200    -0.43303500
    -4.87486200     0.80802800    -0.42598600
    -3.78663000     2.29925500    -0.12290800
    -4.07307900     2.08927400    -0.11585900
    -4.33012100     1.84417000    -0.10881100
    -4.55348900     1.56802900    -0.10176200
    -4.73947800     1.26544700    -0.09471400
    -4.88500900     0.94145700    -0.08766600
    -1.44610900     2.61585600     0.17312300
    -1.79035600     2.70346300     0.18017100
    -2.14298800     2.74627800     0.18722000
    -2.49820000     2.74359400     0.19426800
    -2.85014600     2.69545500     0.20131600
    -3.19303400     2.60265000     0.20836500
    -3.52121800     2.46670700     0.21541300
    -3.82929600     2.28986100     0.22246100
    -4.11219300     2.07502200     0.22951000
    -4.36525100     1.82572400     0.23655800
    -4.58430100     1.54607100     0.24360600
    -4.76573300     1.24066600     0.25065500
    -4.90655500     0.91453800     0.25770300
    -1.17647200     2.48995300     0.51144400
    -1.50973000     2.61307100     0.51849200
    -1.85609100     2.69215400     0.52554000
    -2.20976400     2.72586300     0.53258900
    -2.56482900     2.71362000     0.53963700
    -2.91534000     2.65561300     0.54668500
    -3.25541700     2.55279900     0.55373400
    -3.57935100     2.40688500     0.56078200
    -3.88169700     2.22030800     0.56783000
    -4.15736800     1.99618500     0.57487900
    -4.40171700     1.73827100     0.58192700
    -4.61062200     1.45089400     0.58897500
    -4.78054900     1.13888000     0.59602400
