   0.025     0.00000     0.00000    -0.00000
   0.129     0.00009     0.00004     0.00079
   0.297     0.00185     0.00039     0.01226
   0.500     0.01307     0.00502     0.04042
   0.703     0.05239     0.00631     0.10634
   0.871     0.10820     0.01740     0.15370
   0.975     0.22308     0.03658     0.25677
   1.025     0.29171     0.02930     0.33651
   1.129     0.42970     0.05981     0.45799
   1.297     0.69211     0.11430     0.63909
   1.500     1.02242     0.09657     0.87804
   1.703     1.67722     0.16258     1.52107
   1.871     2.39521     0.08577     1.65900
   1.975     2.96187     0.17057     1.91804
   2.025     2.79442     0.15902     1.75120
   2.129     2.89223     0.21980     2.26400
   2.297     4.47065     0.32527     2.79970
   2.500     4.44385     0.15002     2.94450
   2.703     5.42735     0.44916     2.91664
   2.871     6.10633     0.29015     3.22132
   2.975     5.87377     0.28395     3.58779
   3.025     6.70957     0.41862     3.65488
   3.129     6.49208     0.22069     4.19733
   3.297     7.68344     0.62514     3.73056
   3.500     6.83260     0.34834     3.30691
   3.703     8.04499     0.32288     0.00000
   3.871     8.68300     0.37126     4.49973
   3.975     9.18484     0.50743     4.60767
   4.025     9.36110     0.32628     5.56046
   4.129     9.56796     0.39846     0.00000
   4.297     9.82203     0.68511     4.91008
   4.500    10.70392     0.22650     0.00000
   4.703    10.73140     0.30418     0.00000
   4.871    10.68624     0.51100     0.00000
   4.975    12.11654     0.60577     0.00000
