acet         -39.8511927778      0.062829777778
esna         -35.4792100000      0.077637095326
mso4         -33.8644677778      0.058018802404
guan         -17.5447794444      0.051548608790
imim         -16.3645916667      0.054100083048
mamm         -21.5101883333      0.061908777926
