acet          -3.1889489311      0.005374209387
esna          -4.9825315483      0.014460935326
mso4          -4.5564469077      0.019454020147
guan          -3.8108370305      0.009927943599
imim          -3.9474234357      0.013310670417
mamm          -3.1214491068      0.021838740376
